Year,WeekNumber,StoreID,Product,Price,OnFlyer,Discount,Units,SalesAmt,GrossMargin,Transactions
2021,40,CA1983,Pantene,5.29,Yes,35%,13,68.77,15.47,10
2022,7,CA1894,PANTENE,7.99,No,0.0,5,39.95,19.45,5
2021,28,CA2123,Aussie,3.99,yes,0.2,3,11.97,3.57,2
2022,4,CA1151,Pantene,4.79,Yes,0.4,37,177.23,25.53,25
2021,12,CA1442,Pantene,,Yes,50.0,36,143.64,-3.96,16
2021,16,CA2125,Aussie,3.29,Yes,35%,8,26.32,3.92,3
2021,20,CA1133,AUSSIE,4.99,No,0.0,12,59.88,26.28,11
2021,50,CA1203,Aussie,,NO,0.35,44,144.76,21.56,19
2021,14,CA2265,Aussie,4.99,No,0.0,1,4.99,2.19,1
2021,32,CA2146,Pantene,7.99,No,0.0,1,7.99,3.89,1
2021,49,CA2281,Aussie,3.29,Yes,0.35,1,3.29,0.49,1
2021,39,CA1035,Aussie,2.49,yes,50.0,123,306.27,-38.13,36
2021,25,CA2173,Aussie,4.99,No,0.0,1,4.99,2.19,1
2022,13,CA2118, Pantene,7.99,No,0.0,1,7.99,3.89,1
2022,6,CA1796,Pantene,3.99,Yes,0.5,40,159.6,-4.4,18
2021,9,CA2004,Aussie,4.99,no,0.0,5,24.95,10.95,5
2021,47,CA1226,Aussie,2.99,yes,0.4,88,263.12,16.72,35
2021,9,CA1702,Aussie,4.99,No,0.0,6,29.94,13.14,6
2021,11,CA2086,pantene,7.99,NO,0.0,2,15.98,7.78,2
2021,10,CA1943,Aussie,3.49,Yes,0.3,20,69.8,13.8,12
2021,45,CA1845,Pantene,4.49,Yes,0.45,23,103.27,8.97,13
2021,1,CA2156,Aussie,4.99,No,0.0,1,4.99,2.19,1
2021,27,CA1312,Aussie,4.99, No,0.0,15,74.85,32.85,15
2021,26,CA2092,Aussie,3.49,Yes,30%,8,27.92,5.52,4
2021,27,CA2220,Pantene,7.99,No,0.0,1,7.99,3.89,1
2021,34,CA1785,Pantene,3.99,Yes,0.5,24,95.76,-2.64,11
2021,43,CA1824,Aussie,4.99,No,0.0,8,39.92,17.52,8
2022,12,CA1837,Pantene,3.99,yes,0.5,38,151.62,-4.18,18
2021,21,CA1166,Pantene,7.99,No,0%,12,95.88,46.68,12
2021,30,CA2205,Pantene,5.49,Yes,0.3,2,10.98,2.78,2
2021,35,CA1720,Aussie,4.99,no,0.0,7,34.93,15.33,7
2021,22,CA1573,Aussie,4.99,No,0.0,7,34.93,15.33,7
2021,24,CA1458,Pantene,4.49,Yes,0.45,31,139.19,12.09,17
2021,36,CA1287,Aussie,4.29,Yes,0.15,23,98.67,34.66,19
2022,15,CA1673,Pantene,6.79,NO,15%,9,61.11,24.21,9
2021,42,CA2212,PANTENE,5.29,YES,35.0,3,15.87,3.57,2
2021,3,CA1549,Pantene,5.49,Yes,0.3,15,82.35,20.85,12
2021,35,CA1608,Pantene,6.79,Yes,0.15,11,74.69,29.59,10
2021,6,CA2205,Aussie,3.99,NO,0.2,2,7.98,2.38,1
2021,39,CA1531,Pantene,7.99,No,0.0,6,47.94,23.34,6
2022,15,CA1508,Pantene,6.79,No,0.15,12,81.48,32.28,11
2021,1,CA1202,Pantene,,No,0.0,13,103.87,50.57,13
2021,14,CA1856, Aussie,4.99, No,0.0,7,34.93,15.33,7
2022,14,CA1758,Pantene,6.79,Yes,15.0,9,61.11,24.21,8
2021,20,CA1367,Aussie,4.99,No,0%,17,84.83,37.23,17
2021,51,CA1065,Aussie,4.99,No,0%,16,79.84,35.04,15
2022,1,CA1660,Pantene,5.49,Yes,0.3,22,120.78,30.58,17
2021,6,CA1584,Aussie,3.99,No,0.2,13,51.87,15.47,9
2022,1,CA1894,PANTENE,5.49,Yes,0.3,13,71.37,18.07,10
2021,35,CA2181,Pantene,6.79,Yes,0.15,1,6.79,2.69,1
2021,36,CA1660,PANTENE,7.99,No,0.0,9,71.91,35.01,9
2021,35,CA1234,Pantene,6.79,yes,0.15,15,101.85,40.35,14
2021,1,CA1020,Aussie,4.99,No,0.0,16,79.84,35.04,16
2022,5,CA1871,Pantene,7.99,No,0.0,4,31.96,15.56,4
2022,4,CA2222,Pantene,4.79,Yes,40.0,4,19.16,2.76,3
2021,16,CA1595,Pantene,7.99,No,0.0,9,71.91,35.01,9
2021,39,CA1101,Pantene,7.99,no,0%,12,95.88,46.68,11
2021,49,CA1390,Pantene,7.99,No,0%,9,71.91,35.01,8
2021,13,CA1510,Aussie,3.49,Yes,0.3,37,129.13,25.53,21
2021,22,CA2189,Pantene,3.99,yes,0.5,8,31.92,-0.88,4
2021,33,CA1426,Aussie,4.99,No,0.0,12,59.88,26.28,11
2021,19,CA1691,AUSSIE,3.29,Yes,0.35,51,167.79,24.99,22
2021,13,CA2258,Aussie,3.49,Yes,0.3,4,13.96,2.76,2
2022,2,CA1005,Pantene,5.49,No,0.3,20,109.8,27.8,16
2021,10,CA1522,Aussie,3.49, Yes,0.3,26,90.74,17.94,15
2021,42,CA1115,Pantene,5.29,Yes,0.35,46,243.34,54.74,35
2021,48,CA1831,Pantene,7.49,Yes,0.05,6,44.94,20.34,6
2021,36,CA1081,Aussie,4.29,YES,0.15,20,85.8,30.14,17
2021,46,CA2025,pantene,4.49,NO,0.45,24,107.76,9.36,13
2021,10,CA1512,Aussie,3.49,Yes,0.3,35,122.15,24.15,20
2021,6,CA1406,Aussie,3.99,no,0.2,24,95.76,28.56,17
2021,14,CA2153,Aussie,4.99,No,0.0,2,9.98,4.38,2
2021,4,CA1689,Aussie,4.99,No,0.0,11,54.89,24.09,11
2021,16,CA1402,Aussie,3.29,Yes,0.35,54,177.66,26.46,24
2021,25,CA1007,Aussie,4.99,No,0%,16,79.84,35.04,16
2022,2,CA2211,Pantene,5.49,No,0.3,3,16.47,4.17,2
2021,6,CA1794,Aussie,3.99,No,0.2,11,43.89,13.09,8
2021,9,CA1672,Pantene,4.79,Yes,0.4,30,143.7,20.7,20
2021,36,CA2055,Pantene,7.99,No,0.0,2,15.98,7.78,2
2021,14,CA2103,Aussie,4.99,No,0.0,2,9.98,4.38,2
2022,3,CA1915,Pantene,7.99,No,0%,4,31.96,15.56,4
2021,16,CA1851,Aussie,3.29,Yes,35%,26,85.54,12.74,12
2021,45,CA1209,Aussie,3.29,Yes,0.35,64,210.56,31.36,28
2021,32,CA1452,Aussie,3.49,No,0.3,30,104.7,20.7,17
2021,8,CA2254,Aussie,2.99,Yes,0.4,5,14.95,0.95,2
2021,35,CA1821,Pantene,6.79,Yes,15%,5,33.95,13.45,5
2021,42,CA2206,Aussie,2.99,YES,0.4,9,26.91,1.71,4
2021,20,CA2098,Aussie,4.99,No,0.0,2,9.98,4.38,2
2021,37,CA1187,Aussie,4.99,No,0.0,11,54.89,24.09,11
2021,47,CA1523,Pantene,6.79,Yes,0.15,12,81.48,32.28,11
2021,34,CA1604,PANTENE,3.99, Yes,0.5,46,183.54,-5.06,21
2021,6,CA1118,Aussie,3.99,No,0.2,22,87.78,26.18,16
2021,44,CA1581,Aussie,3.99,Yes,0.2,23,91.77,27.37,18
2021,16,CA1155,Aussie,3.29,Yes,0.35,50,164.5,24.5,22
2021,29,CA1908,Aussie,3.99,no,0.2,10,39.9,11.9,7
2022,14,CA1718,Pantene,6.79,YES,0.15,8,54.32,21.52,8
2021,4,CA2011, Aussie,4.99,No,0.0,7,34.93,15.33,7
2022,13,CA1494,Pantene,7.99,No,0.0,9,71.91,35.01,9
2021,42,CA1012,Pantene,5.29,Yes,0.35,42,222.18,49.98,32
2021,6,CA2019,Pantene,,yes,50%,25,99.75,-2.75,11
2021,10,CA2240,Aussie,3.49,Yes,0.3,5,17.45,3.45,3
2022,14,CA1846,Pantene,6.79,Yes,0.15,9,61.11,24.21,8
2021,7,CA1991,Aussie,4.99,No,0%,6,29.94,13.14,6
2021,22,CA1595,Aussie,4.99,No,0.0,12,59.88,26.28,12
2021,49,CA1717,Pantene,7.99,No,0.0,4,31.96,15.56,4
2021,28,CA1820,AUSSIE,3.99,Yes,0.2,11,43.89,13.09,8
2021,13,CA1259,Pantene,6.79,Yes,0.15,15,101.85,40.35,14
2021,32,CA2207,Aussie,3.49,no,30%,5,17.45,3.45,3
2021,45,CA1041,pantene,4.49,yes,0.45,54,242.46,21.06,30
2021,35,CA1927,Aussie,4.99,No,0%,7,34.93,15.33,7
2021,18,CA1123,Aussie,3.99,Yes,0.2,35,139.65,41.65,26
2021,19,CA1002,Aussie,3.29,Yes,35%,71,233.59,34.79,31
2021,29,CA1126,Pantene,6.49,Yes,0.2,17,110.33,40.63,15
2021,43,CA1468,Aussie,4.99,No,0%,9,44.91,19.71,9
2021,25,CA1262,Pantene,6.79,Yes,0.15,21,142.59,56.49,20
2021,28,CA2235,pantene,3.99,YES,50%,5,19.95,-0.55,2
2022,15,CA1653,Pantene,6.79,NO,0.15,12,81.48,32.28,11
2022,15,CA1617,PANTENE,6.79,NO,0.15,10,67.9,26.9,9
2021,49,CA1927,Pantene,7.99,No,0.0,5,39.95,19.45,5
2021,50,CA1252,Aussie,3.29,NO,0.35,41,134.89,20.09,18
2021,22,CA2051,aussie,4.99,No,0.0,2,9.98,4.38,2
2021,12,CA1285,Pantene,3.99,Yes,0.5,81,323.19,-8.91,37
2021,14,CA1053,PANTENE,7.99,No,0%,11,87.89,42.79,11
2021,23,CA1387,Aussie,3.49, Yes,30.0,53,184.97,36.57,31
2021,47,CA1770,Pantene,6.79,Yes,0.15,8,54.32,21.52,7
2021,24,CA1369,Aussie,3.49,No,0.3,54,188.46,37.26,29
2021,39,CA1150,Aussie,2.49,yes,0.5,95,236.55,-29.45,27
2021,5,CA1726,AUSSIE,3.99,Yes,0.2,16,63.84,19.04,12
2021,30,CA1923,Pantene,5.49,Yes,0.3,8,43.92,11.12,7
2021,28,CA1781,PANTENE,3.99,YES,0.5,31,123.69,-3.41,14
2021,39,CA1286,Aussie,2.49,Yes,0.5,78,194.22,-24.18,23
2021,27,CA2213,Aussie,4.99,No,0.0,1,4.99,2.19,1
2021,45,CA1890,Aussie,3.29,Yes,0.35,19,62.51,9.31,8
2021,48,CA1089,Aussie,4.99,no,0.0,16,79.84,35.04,16
2021,30,CA1458,Aussie,4.99,No,0.0,8,39.92,17.52,8
2021,14,CA1078,AUSSIE,4.99,No,0.0,15,74.85,32.85,14
2021,2,CA1059,Pantene,7.29,Yes,10.0,11,80.19,35.09,10
2021,42,CA1239,Aussie,2.99,Yes,0.4,66,197.34,12.54,26
2021,41,CA2046,pantene,7.99,No,0.0,1,7.99,3.89,1
2021,34,CA1946,Aussie,2.99,Yes,0.4,30,89.7,5.7,12
2022,15,CA1573,Pantene,6.79,No,0.15,7,47.53,18.83,6
2022,1,CA1562,Pantene,5.49,Yes,0.3,16,87.84,22.24,13
2021,50,CA1311,aussie,3.29,No,0.35,57,187.53,27.93,25
2021,30,CA1535,PANTENE,5.49,Yes,30.0,20,109.8,27.8,16
2021,11,CA1649,Aussie,3.49,No,0.3,23,80.27,15.87,12
2021,16,CA2026,Pantene,7.99,no,0.0,4,31.96,15.56,4
2021,10,CA1472,Aussie,3.49,Yes,0.3,39,136.11,26.91,23
2021,43,CA1208,Pantene,6.49,yes,0.2,14,90.86,33.46,12
2021,39,CA1557,pantene,7.99,No,0.0,9,71.91,35.01,8
2021,49,CA1698,Pantene,7.99,No,0.0,8,63.92,31.12,8
2022,1,CA1218,PANTENE,5.49,Yes,0.3,33,181.17,45.87,27
2021,3,CA2027,Pantene,5.49,yes,30.0,10,54.9,13.9,8
2021,22,CA2210,pantene,3.99,Yes,0.5,6,23.94,-0.66,3
2021,37,CA2247,Pantene,4.79,Yes,0.4,4,19.16,2.76,3
2021,39,CA1254, Pantene,7.99,No,0%,11,87.89,42.79,10
2021,39,CA2215,Pantene,7.99,No,0.0,1,7.99,3.89,1
2021,15,CA1008,Aussie,4.29,YES,0.15,22,94.38,33.15,18
2021,52,CA1073,pantene,7.99,No,0.0,10,79.9,38.9,10
2021,37,CA1204,Pantene,4.79,YES,40%,29,138.91,20.01,20
2021,1,CA1090,Pantene,,NO,0%,10,79.9,38.9,10
2021,35,CA1633,pantene,6.79,Yes,0.15,11,74.69,29.59,10
2021,40,CA1705,Aussie,4.99,No,0.0,7,34.93,15.33,6
2021,26,CA2025,Aussie,3.49,Yes,30%,24,83.76,16.56,14
2021,36,CA1333,aussie,4.29,Yes,0.15,22,94.38,33.15,19
2021,17,CA1796,Pantene,7.99,No,0.0,6,47.94,23.34,6
2021,44,CA1342,Aussie,3.99,Yes,0.2,21,83.79,24.99,16
2021,32,CA1367,Pantene,7.99,No,0.0,14,111.86,54.46,13
2021,13,CA1211,Pantene,6.79,Yes,15.0,17,115.43,45.73,15
2021,36,CA2084,Pantene,7.99,No,0.0,1,7.99,3.89,1
2021,24,CA1578,Pantene,4.49,Yes,0.45,43,193.07,16.77,25
2021,51,CA1015,Aussie,4.99,No,0.0,16,79.84,35.04,15
2021,51,CA1163,PANTENE,5.49,Yes,30%,20,109.8,27.8,16
2021,32,CA1689,aussie,3.49,No,30.0,31,108.19,21.39,17
2021,38,CA1814,Aussie,4.99,NO,0%,5,24.95,10.95,4
2021,3,CA2245, Aussie,2.99,Yes,0.4,6,17.94,1.14,2
2021,46,CA1306,AUSSIE,4.99,no,0.0,14,69.86,30.66,14
2021,23,CA1686,Pantene,7.99,No,0.0,8,63.92,31.12,8
2021,50,CA1300,Aussie,3.29,NO,0.35,63,207.27,30.87,27
2021,24,CA1970, Pantene,4.49,Yes,0.45,21,94.29,8.19,12
2021,10,CA2187,Aussie,3.49,Yes,0.3,6,20.94,4.14,3
2021,6,CA1027,Pantene,3.99,Yes,0.5,88,351.12,-9.68,40
2021,12,CA1667,Aussie,4.99,No,0.0,7,34.93,15.33,7
2021,14,CA1581,Aussie,4.99,No,0.0,11,54.89,24.09,11
2021,20,CA1421,Aussie,4.99,NO,0.0,7,34.93,15.33,7
2021,41,CA1611,Aussie,3.99,YES,20.0,16,63.84,19.04,12
2021,7,CA1574,Pantene,7.99,No,0.0,9,71.91,35.01,8
2021,40,CA1331,Pantene,5.29,Yes,0.35,44,232.76,52.36,34
2021,41,CA1824,Pantene,7.99,No,0.0,6,47.94,23.34,6
2021,47,CA1712,Pantene,6.79,Yes,0.15,9,61.11,24.21,8
2021,8,CA1586,Aussie,2.99,Yes,0.4,49,146.51,9.31,19
2022,3,CA1342,pantene,7.99,No,0.0,8,63.92,31.12,7
2021,1,CA1268,Aussie,4.99, No,0.0,14,69.86,30.66,13
2021,50,CA2007,Pantene,3.99,YES,0.5,36,143.64,-3.96,17
2021,21,CA1898,Pantene,7.99,No,0.0,5,39.95,19.45,5
2021,11,CA1600,aussie,3.49,No,30%,33,115.17,22.77,18
2021,39,CA2067,Aussie,2.49,yes,0.5,14,34.86,-4.34,4
2021,10,CA1400,Pantene,7.99,no,0.0,12,95.88,46.68,12
2021,29,CA1359,Aussie,3.99,NO,20.0,22,87.78,26.18,16
2021,34,CA1216,Aussie,2.99,YES,0.4,97,290.03,18.43,38
2021,9,CA1592,Pantene,,Yes,0.4,21,100.59,14.49,14
2021,44,CA2036,Aussie,3.99,Yes,20%,13,51.87,15.47,10
2021,8,CA1262,Pantene,7.99,No,0.0,14,111.86,54.46,13
2021,28,CA1057,aussie,3.99, Yes,0.2,37,147.63,44.03,27
2021,35,CA1813,Pantene,6.79,Yes,15%,8,54.32,21.52,7
2021,21,CA1083,Pantene,7.99,No,0.0,13,103.87,50.57,13
2022,12,CA1205, Pantene,3.99,Yes,0.5,87,347.13,-9.57,41
2021,19,CA1977,Aussie,3.29,Yes,0.35,17,55.93,8.33,7
2021,39,CA1534,Pantene,7.99,No,0%,10,79.9,38.9,9
2021,10,CA1186,aussie,3.49,Yes,0.3,37,129.13,25.53,22
2021,15,CA2207,Aussie,4.29,Yes,0.15,2,8.58,3.01,2
2021,35,CA1069,Pantene,6.79,Yes,15.0,20,135.8,53.8,19
2022,10,CA1099,Pantene,7.99,No,0.0,13,103.87,50.57,12
2021,16,CA1503,Aussie,3.29,Yes,0.35,43,141.47,21.07,19
2021,27,CA1606,PANTENE,7.99,No,0%,8,63.92,31.12,7
2022,14,CA1209,Pantene,6.79,Yes,0.15,17,115.43,45.73,16
2021,43,CA1027,Pantene,6.49,Yes,0.2,22,142.78,52.58,19
2021,44,CA2207,aussie,3.99,Yes,20%,4,15.96,4.76,3
2021,15,CA2269,Pantene,4.79,YES,0.4,1,4.79,0.69,1
2021,31,CA1200,Aussie,3.49,Yes,0.3,58,202.42,40.02,34
2021,5,CA1259,Aussie,3.99,Yes,20%,27,107.73,32.13,20
2021,12,CA1596,Pantene,3.99,Yes,0.5,42,167.58,-4.62,19
2021,46,CA1856,Pantene,4.49,No,0.45,24,107.76,9.36,13
2021,3,CA1016,Aussie,2.99,YES,0.4,79,236.21,15.01,30
2021,9,CA1226,Pantene,4.79,Yes,0.4,52,249.08,35.88,35
2021,50,CA1399,Pantene,3.99,Yes,50%,70,279.3,-7.7,33
2021,41,CA1406,Pantene,7.99,No,0.0,11,87.89,42.79,10
2021,43,CA1465,Aussie,4.99,NO,0.0,8,39.92,17.52,8
2021,50,CA2243,pantene,3.99,Yes,0.5,5,19.95,-0.55,2
2021,48,CA1070,Pantene,7.49,Yes,0.05,11,82.39,37.29,10
2022,7,CA1948,Pantene,7.99,No,0.0,5,39.95,19.45,5
2021,44,CA1968,PANTENE,7.99,No,0.0,3,23.97,11.67,3
2021,26,CA1930,Pantene,7.49,Yes,5%,5,37.45,16.95,5
2021,51,CA1193,Aussie,4.99,No,0%,12,59.88,26.28,12
2021,41,CA1312,AUSSIE,3.99,yes,20%,31,123.69,36.89,24
2021,46,CA1083,Pantene,4.49,no,0.45,57,255.93,22.23,32
2022,10,CA1797,PANTENE,7.99,No,0.0,6,47.94,23.34,6
2022,7,CA1639,Pantene,7.99,No,0.0,6,47.94,23.34,6
2021,35,CA2052,Pantene,6.79,Yes,0.15,2,13.58,5.38,2
2022,1,CA2251,Pantene,5.49,Yes,30.0,3,16.47,4.17,2
2021,28,CA2260,PANTENE,3.99,YES,0.5,7,27.93,-0.77,3
2021,38,CA1773,Aussie,4.99,No,0.0,5,24.95,10.95,5
2021,18,CA1922,pantene,5.49,Yes,0.3,13,71.37,18.07,11
2021,45,CA1210,pantene,4.49,Yes,0.45,56,251.44,21.84,32
2021,1,CA1324,Pantene,,No,0.0,14,111.86,54.46,14
2022,3,CA1918,Pantene,7.99,No,0.0,5,39.95,19.45,5
2022,8,CA1195,Pantene,7.99,No,0.0,14,111.86,54.46,13
2021,7,CA2154,Aussie,4.99,No,0.0,1,4.99,2.19,1
2021,42,CA1799,pantene,5.29,Yes,0.35,14,74.06,16.66,11
2022,1,CA1067,Pantene,5.49,Yes,0.3,28,153.72,38.92,23
2021,41,CA1900,Aussie,3.99,Yes,0.2,9,35.91,10.71,7
2021,31,CA1357, Aussie,3.49,Yes,0.3,52,181.48,35.88,30
2021,25,CA2058,Pantene,6.79,Yes,15%,3,20.37,8.07,2
2021,30,CA1320,Aussie,4.99,No,0.0,17,84.83,37.23,17
2021,35,CA1434,Aussie,4.99,No,0.0,12,59.88,26.28,12
2021,25,CA1722,Pantene,6.79,Yes,0.15,9,61.11,24.21,8
2021,37,CA2201,Pantene,,Yes,0.4,4,19.16,2.76,3
2021,37,CA1808,Pantene,4.79,Yes,40.0,17,81.43,11.73,12
2022,13,CA1650,Pantene,7.99,No,0.0,8,63.92,31.12,7
2021,1,CA2091,Pantene,, No,0.0,2,15.98,7.78,2
2021,14,CA1937,aussie,4.99,no,0.0,6,29.94,13.14,6
2022,5,CA1769,Pantene,7.99, No,0.0,6,47.94,23.34,6
2022,2,CA1498, Pantene,5.49, No,30%,19,104.31,26.41,15
2021,13,CA2214,Pantene,6.79,yes,0.15,1,6.79,2.69,1
2022,4,CA2048,Pantene,4.79,Yes,40.0,7,33.53,4.83,5
2021,21,CA2236,Pantene,7.99,No,0.0,1,7.99,3.89,1
2021,28,CA1361,Pantene,3.99,Yes,0.5,76,303.24,-8.36,35
2021,49,CA1615,PANTENE,7.99,No,0.0,9,71.91,35.01,9
2021,47,CA1041,Aussie,2.99,Yes,40%,69,206.31,13.11,27
2021,51,CA1973,Pantene,5.49,Yes,0.3,9,49.41,12.51,7
2021,18,CA1008,PANTENE,5.49,Yes,30.0,32,175.68,44.48,25
2021,34,CA1869,aussie,2.99,Yes,40%,38,113.62,7.22,15
2021,40,CA1016,Aussie,4.99,No,0.0,15,74.85,32.85,15
2021,32,CA1025,Pantene,7.99, No,0.0,10,79.9,38.9,10
2021,24,CA1550,Aussie,3.49,No,0.3,35,122.15,24.15,19
2022,3,CA2113,Pantene,7.99,No,0.0,2,15.98,7.78,2
2021,4,CA1444,pantene,7.49,Yes,0.05,8,59.92,27.12,8
2021,31,CA1192,Aussie,3.49,Yes,0.3,55,191.95,37.95,32
2022,11,CA1238,Pantene,7.99,No,0%,11,87.89,42.79,11
2021,13,CA1124,Pantene,,YES,0.15,21,142.59,56.49,19
2021,21,CA1665,Pantene,7.99,No,0.0,8,63.92,31.12,8
2021,36,CA2213,PANTENE,7.99,No,0.0,1,7.99,3.89,1
2021,9,CA1478,Pantene,4.79,Yes,0.4,33,158.07,22.77,22
2021,19,CA1547,Pantene,6.79,Yes,0.15,14,95.06,37.66,13
2021,44,CA1378,Aussie,3.99,Yes,0.2,31,123.69,36.89,23
2021,45,CA1345,PANTENE,4.49,Yes,0.45,43,193.07,16.77,24
2021,42,CA1660,Pantene,5.29,Yes,35%,29,153.41,34.51,22
2022,10,CA1295,Pantene,7.99,NO,0.0,12,95.88,46.68,12
2021,17,CA1340, Pantene,7.99,No,0.0,12,95.88,46.68,12
2021,11,CA1143,Pantene,7.99,NO,0.0,12,95.88,46.68,12
2021,2,CA1612,Aussie,3.99,YES,20.0,21,83.79,24.99,16
2021,11,CA1847,Aussie,3.49,No,30%,16,55.84,11.04,9
2022,6,CA1162,Pantene,3.99,Yes,0.5,86,343.14,-9.46,39
2021,6,CA1199,Pantene,,YES,50%,58,231.42,-6.38,26
2022,14,CA2209,PANTENE,6.79,Yes,0.15,2,13.58,5.38,2
2021,52,CA1212, Aussie,3.29,Yes,0.35,71,233.59,34.79,31
2022,3,CA2264,Pantene,7.99,No,0.0,1,7.99,3.89,1
2021,17,CA1132,Aussie,4.99,No,0.0,19,94.81,41.61,18
2021,35,CA2204,aussie,4.99,No,0.0,1,4.99,2.19,1
2021,24,CA1925,Aussie,3.49,no,30%,14,48.86,9.66,8
2021,42,CA2055,aussie,2.99,Yes,0.4,11,32.89,2.09,4
2021,11,CA1406,Aussie,3.49,no,0.3,40,139.6,27.6,22
2021,32,CA2018,Pantene,7.99,No,0.0,4,31.96,15.56,4
2021,36,CA1599,Pantene,7.99,No,0.0,8,63.92,31.12,8
2021,25,CA1747,Aussie,4.99,No,0.0,5,24.95,10.95,5
2021,17,CA1261,aussie,4.99,No,0%,13,64.87,28.47,12
2021,25,CA2148,Aussie,4.99,No,0.0,1,4.99,2.19,1
2021,13,CA1144,Pantene,6.79,Yes,0.15,17,115.43,45.73,16
2021,5,CA1128,Pantene,7.99,No,0.0,14,111.86,54.46,14
2021,28,CA1162,Pantene,3.99,yes,0.5,81,323.19,-8.91,38
2021,37,CA1439,aussie,4.99,No,0.0,8,39.92,17.52,8
2021,19,CA1458,Aussie,3.29,Yes,0.35,36,118.44,17.64,16
2021,5,CA1640,Pantene,7.99,No,0.0,9,71.91,35.01,9
2021,51,CA2262,Aussie,4.99,No,0.0,1,4.99,2.19,1
2021,25,CA1484,Aussie,4.99,No,0.0,9,44.91,19.71,9
2021,42,CA1149,Pantene,5.29,Yes,0.35,40,211.6,47.6,30
2021,30,CA1937,Aussie,4.99,no,0.0,6,29.94,13.14,6
2021,16,CA1573,Aussie,3.29,yes,0.35,29,95.41,14.21,13
2021,46,CA1931,Aussie,4.99,No,0.0,7,34.93,15.33,7
2021,40,CA1327,Pantene,5.29,Yes,35.0,30,158.7,35.7,23
2021,23,CA1942,Pantene,7.99,No,0.0,4,31.96,15.56,4
2021,32,CA1650,pantene,7.99,NO,0.0,8,63.92,31.12,7
2021,27,CA1366,Pantene,7.99,No,0%,11,87.89,42.79,10
2021,35,CA1024,Pantene,6.79,Yes,0.15,15,101.85,40.35,13
2022,6,CA2031,Pantene,3.99,Yes,50.0,30,119.7,-3.3,14
2021,15,CA2090,Pantene,4.79,Yes,0.4,7,33.53,4.83,5
2021,42,CA1372,Aussie,2.99,Yes,0.4,74,221.26,14.06,29
2021,21,CA2132,Aussie,2.99,yes,40.0,8,23.92,1.52,3
2021,44,CA1873,pantene,7.99,No,0.0,4,31.96,15.56,4
2021,3,CA1585,Aussie,2.99,Yes,0.4,39,116.61,7.41,15
2021,12,CA2245,Aussie,4.99,No,0%,1,4.99,2.19,1
2021,49,CA1847, Aussie,3.29,Yes,0.35,24,78.96,11.76,10
2021,5,CA1150,Aussie,3.99,YES,0.2,28,111.72,33.32,21
2021,14,CA1476,Pantene,7.99,NO,0.0,9,71.91,35.01,9
2021,38,CA1613,Aussie,4.99,No,0.0,8,39.92,17.52,8
2021,14,CA2190,Pantene,7.99,No,0%,1,7.99,3.89,1
2021,9,CA1935,Pantene,4.79,Yes,0.4,17,81.43,11.73,11
2021,4,CA1502,Pantene,7.49,Yes,5%,7,52.43,23.73,7
2021,41,CA2180,Aussie,3.99,YES,20%,4,15.96,4.76,3
2021,16,CA1259,AUSSIE,3.29,YES,0.35,55,180.95,26.95,25
2021,17,CA1557,Pantene,7.99,No,0.0,9,71.91,35.01,8
2021,44,CA1675,Aussie,3.99,Yes,20%,21,83.79,24.99,15
2021,24,CA1629,Pantene,4.49,Yes,0.45,42,188.58,16.38,24
2021,37,CA1468,Aussie,4.99, No,0%,8,39.92,17.52,8
2021,2,CA1677,Pantene,7.29,YES,10.0,8,58.32,25.52,8
2021,42,CA1619,pantene,5.29, Yes,35.0,25,132.25,29.75,19
2021,11,CA1350,PANTENE,7.99,No,0.0,11,87.89,42.79,11
2022,13,CA1196,Pantene,7.99,No,0.0,13,103.87,50.57,13
2021,33,CA1585,Aussie,4.99,No,0%,8,39.92,17.52,8
2021,16,CA1206,Aussie,3.29,Yes,0.35,76,250.04,37.24,34
2021,36,CA1241,Pantene,7.99,No,0.0,12,95.88,46.68,12
2021,25,CA1568,Pantene,6.79,Yes,0.15,9,61.11,24.21,8
2021,41,CA1548,Aussie,3.99,Yes,0.2,20,79.8,23.8,15
2022,1,CA2116,Pantene,5.49,Yes,30%,3,16.47,4.17,3
2021,30,CA1871,PANTENE,5.49,Yes,0.3,9,49.41,12.51,7
2021,37,CA1467,Aussie,4.99,No,0.0,9,44.91,19.71,9
2021,27,CA1310,Aussie,4.99,No,0.0,11,54.89,24.09,10
2021,3,CA1820,aussie,2.99,Yes,0.4,27,80.73,5.13,10
2021,43,CA1612,Pantene,6.49,Yes,0.2,13,84.37,31.07,11
2021,12,CA1795,aussie,4.99,NO,0.0,7,34.93,15.33,6
2021,34,CA1815,Pantene,3.99,Yes,0.5,24,95.76,-2.64,11
2021,29,CA1468,Pantene,6.49,Yes,0.2,11,71.39,26.29,10
2021,11,CA2162,Aussie,3.49,No,0.3,3,10.47,2.07,2
2021,38,CA1332,Aussie,4.99,No,0.0,10,49.9,21.9,10
2021,21,CA2273,AUSSIE,2.99,Yes,0.4,3,8.97,0.57,1
2021,40,CA1223,Aussie,4.99,No,0%,17,84.83,37.23,16
2021,10,CA1440, Aussie,3.49,Yes,0.3,30,104.7,20.7,18
2021,10,CA1692,Pantene,7.99,No,0.0,7,55.93,27.23,7
2021,43,CA1872,Pantene,6.49, Yes,0.2,10,64.9,23.9,9
