BAN,CREATE_MONTH,START_MONTH,CREATE_WEEK,START_WEEK,ACCOUNT_DESC,LINES REQUESTED,AGE_GROUP,HCDP_IND,HCDM_IND,HCDS_IND,ADR_PROVINCE,CHANNEL_TYPE
9818111181260,2009-10,2009-10,2009-10-10,2009/10/10,Business - Personal,5,50+,,,,QC,  Corporate Stores 
9818384184342,2009-12,2009-12,2009-12-05,2009-12-05,Business - Personal,5,31-40,,,,ON,Dealers
9819413193199,2010-07,2010-07,03/07/2010,2010-07-03,Business - Personal,1,31-40,,,,ON,  Dealers 
9819275195832,2010-06,2010-06,2010-06-05,2010-06-05,Business - Personal,8,41-50,,,,BC,Dealers
9821273213791,2010-12,2010-12,2010-12-04,2010-12-04,Business - Personal,3,41-50,,,,BC,  Corporate Stores 
9819422192483,2010-07,2010-07,2010-07-03,2010-07-03,Business - Personal,1,18-30,,,,QC,Corporate Stores
9821276216621,2010-12,2010-12,2010-12-04,2010-12-04,Business - Personal,1,31-40,,,,QC,Corporate Stores
9821268218374,2010-12,,2010-12-04,,Business - Personal,1,41-50,,,,QC,DEALERS
9818114184028,2009-10,,2009-10-10,,Business - Personal,5,18-30,,,,ON,DEALERS
9818251181064,2009-11,2009-11,2009-11-07,2009-11-07,Business - Personal,5,50+,,,,ON,  Corporate Stores 
9817014174130,2009-03,2009-03,2009-03-07,2009-03-07,Business - Personal,2,18-30,HCDP,,HCDS,AB,Corporate Stores
9817456176169,2009-06,2009-06,2009-06-06,2009-06-06,Business - Personal,3,31-40,,,,QC,Dealers
9819584194117,2010-08,,2010-08-07,,Business - Personal,2,41-50,,,,ON,Dealers
9817625175443,2009-07,2009-07,2009-07-04,2009-07-04,Business - Personal,3,41-50,,,,QC,Corporate Stores
9816918168793,2009-02,2009-02,07/02/2009,2009/02/07,Business - Personal,2,31-40,,,,AB,Corporate Stores
9818367187028,2009-12,,2009/12/05,,Business - Personal,5,41-50,,,,BC,  Corporate Stores 
9818234184447,2009-11,2009-11,2009-11-07,2009-11-07,Business - Personal,5,  41-50 ,,,,bc,DEALERS
9819262192155,2010-06,,05/06/2010,,Business - Personal,8,41-50,,,,QC,  Corporate Stores 
9819940190800,2010-10,,2010/10/02,,Business - Personal,6,18-30,HCDP,,HCDS,BC,CORPORATE STORES
9817475175966,2009-06,,06/06/2009,,Business - Personal,3,50+,,,,ON,  Dealers 
9818839189660,2010-03,,06/03/2010,,Business - Personal,7,31-40,,,,QC,Corporate Stores
9819257197195,2010-06,,2010-06-05,,Business - Personal,8,18-30,,,,QC,Corporate Stores
9818244184242,2009-11,2009-11,2009-11-07,2009-11-07,Business - Personal,5,50+,,,,ON,Corporate Stores
9817933173738,2009-09,,2009-09-05,,Business - Personal,4,18-30,,,,AB,corporate stores
9818569189393,2010-01,,02/01/2010,,Business - Personal,2,18-30,,,,QC,corporate stores
9819275195297,2010-06,2010-06,2010-06-05,2010-06-05,Business - Personal,8,41-50,,,,QC,corporate stores
9819582192852,2010-08,,2010-08-07,,Business - Personal,1,18-30,,,,  QC ,  Corporate Stores 
9817322172417,2009-05,2009-05,2009-05-09,09/05/2009,Business - Personal,3,41-50,,,,ON,Dealers
9819418198878,2010-07,2010-07,2010-07-03,2010-07-03,Business - Personal,1,18-30,,,,ON,Dealers
9819267197771,2010-06,2010-06,2010-06-05,2010-06-05,Business - Personal,8,31-40,,,,ON,Dealers
9818970180490,2010-04,2010-04,2010-04-03,2010-04-03,Business - Personal,7,41-50,,,,QC,Dealers
9818973183592,2010-04,,2010/04/03,,Business - Personal,7,18-30,,,,QC,Corporate Stores
9819784194727,2010-09,2010-09,2010-09-11,11/09/2010,Business - Personal,6,41-50,,,,QC,Corporate Stores
9817469179074,2009-06,2009-06,06/06/2009,2009/06/06,Business - Personal,3,41-50,,,,AB,Dealers
9819277197762,2010-06,2010-06,2010-06-05,2010-06-05,Business - Personal,8,31-40,,,,AB,Corporate Stores
9819418198911,2010-07,2010-07,2010/07/03,2010-07-03,Business - Personal,1,31-40,,,,QC,Corporate Stores
9818368188640,2009-12,,2009-12-05,,Business - Personal,5,41-50,,,,QC,Dealers
9817025175072,2009-03,,2009-03-07,,Business - Personal,,41-50,,,,ON,Corporate Stores
9818830180595,2010-03,2010-03,2010/03/06,06/03/2010,Business - Personal,7,50+,,,,AB,Corporate Stores
9818104184472,2009-10,,2009-10-03,,Business - Personal,4,31-40,,,,AB,Dealers
9819931191216,2010-10,2010-10,2010-10-02,2010-10-02,Business - Personal,3,50+,,,,AB,Dealers
9819751191742,2010-09,2010-09,04/09/2010,2010-09-04,Business - Personal,6,18-30,,,,ON,Dealers
9818371181360,2009-12,,2009-12-05,,Business - Personal,5,18-30,,,,  QC ,Corporate Stores
9818832182027,2010-03,,2010-03-06,,Business - Personal,7,41-50,,,,ON,  Corporate Stores 
9818975185232,2010-04,2010-04,03/04/2010,03/04/2010,Business - Personal,7,18-30,,,,  QC ,  Dealers 
9819779199065,2010-09,2010-09,2010/09/04,2010-09-04,Business - Personal,6,18-30,,,,QC,Corporate Stores
9818567187632,2010-01,,02/01/2010,,Business - Personal,2,41-50,,,,QC,Corporate Stores
9818826186893,2010-03,2010-03,2010-03-06,2010-03-06,Business - Personal,7,18-30,,,,QC,corporate stores
9818242182422,2009-11,,2009-11-07,,Business - Personal,,18-30,,,,BC,  Dealers 
9817170170757,2009-04,,2009-04-04,,Business - Personal,3,18-30,,HCDM,,on,Dealers
9818107187014,2009-10,,2009-10-03,,Business - Personal,4,50+,,,,QC,Corporate Stores
9819125195141,2010-05,2010-05,2010-05-08,2010-05-08,Business - Personal,8,31-40,,,,AB,Corporate Stores
9819776196570,2010-09,,2010-09-04,,Business - Personal,6,  18-30 ,,,,ON,Dealers
9818378188399,2009-12,,2009-12-05,,Business - Personal,5,18-30,,,,ON,Corporate Stores
9817327177603,2009-05,,2009-05-09,,Business - Personal,3,18-30,,,,AB,  Corporate Stores 
9818236186667,2009-11,,2009-11-07,,Business - Personal,5,18-30,,,,QC,Corporate Stores
9819933193120,2010-10,2010-10,2010-10-02,2010-10-02,Business - Personal,6,41-50,HCDP,,HCDS,QC,Corporate Stores
9817327177160,2009-05,,09/05/2009,,Business - Personal,3,41-50,,,,QC,Corporate Stores
9818115185349,2009-10,2009-10,2009-10-10,2009-10-10,Business - Personal,5,18-30,,,,QC,Dealers
9819779199778,2010-09,2010-09,2010-09-04,2010-09-04,Business - Personal,6,50+,,,,ON,Dealers
9819751191138,2010-09,2010-09,2010-09-04,2010/09/04,Business - Personal,2,31-40,,,,on,Corporate Stores
9819767197343,2010-09,,2010/09/04,,Business - Personal,1,18-30,,,,on,Dealers
9819428198241,2010-07,2010-07,2010-07-10,2010-07-10,Business - Personal,1,31-40,,,,ON,  Corporate Stores 
9816901161524,2009-02,,2009-02-07,,Business - Personal,1,31-40,,,,AB,Corporate Stores
9817018178956,2009-03,2009-03,2009-03-07,2009/03/07,Business - Personal,2,  18-30 ,,,,QC,Dealers
9819577197239,2010-08,2010-08,07/08/2010,2010-08-07,Business - Personal,2,31-40,,,,ON,Corporate Stores
9821134214295,2010-11,2010-11,2010-11-06,2010-11-06,Business - Personal,4,50+,,,,ON,Dealers
9821285215006,2010-12,2010-12,2010-12-11,2010-12-11,Business - Personal,3,  18-30 ,,,,BC,Dealers
9817762172266,2009-08,2009-08,08/08/2009,2009-08-08,Business - Personal,4,50+,,,,ON,Corporate Stores
9819256196468,2010-06,,2010-06-05,,Business - Personal,8,41-50,,,,ON,Dealers
9818718188320,2010-02,2010-02,2010-02-06,2010-02-06,Business - Personal,6,18-30,,,,QC,Corporate Stores
9819775195870,2010-09,2010-09,2010-09-04,2010-09-04,Business - Personal,6,41-50,,,,ON,Corporate Stores
9817610170688,2009-07,,2009-07-04,,Business - Personal,3,18-30,,,,QC,corporate stores
9819784194303,2010-09,2010-09,11/09/2010,2010-09-11,Business - Personal,6,41-50,,,,ON,dealers
9819768198196,2010-09,2010-09,2010-09-04,2010-09-04,Business - Personal,6,41-50,,,,ON,Corporate Stores
9818238188226,2009-11,2009-11,2009-11-07,2009/11/07,Business - Personal,5,18-30,,,,AB,Dealers
9818111181392,2009-10,2009-10,2009-10-10,2009-10-10,Business - Personal,5,18-30,HCDP,HCDM,,QC,DEALERS
9818978188931,2010-04,,2010-04-03,,Business - Personal,7,41-50,,,,ON,Dealers
9819430190460,2010-07,,2010-07-10,,Business - Personal,,31-40,,,,QC,Corporate Stores
9817615175411,2009-07,,2009-07-04,,Business - Personal,,41-50,,,,ON,Corporate Stores
9819591191998,2010-08,2010-08,2010-08-07,2010/08/07,Business - Personal,2,31-40,,,,QC,corporate stores
9821126216639,2010-11,,2010-11-06,,Business - Personal,4,31-40,,,,ON,Dealers
9819570190202,2010-08,2010-08,2010-08-07,2010-08-07,Business - Personal,1,18-30,,,,AB,Dealers
9819120190518,2010-05,2010-05,2010-05-08,2010-05-08,Business - Personal,8,18-30,,,,on,Dealers
9819782192695,2010-09,2010-09,2010-09-11,2010-09-11,Business - Personal,6,  41-50 ,,,,ON,Corporate Stores
9818247187829,2009-11,2009-11,07/11/2009,2009-11-07,Business - Personal,5,41-50,,,,ON,CORPORATE STORES
9817469179128,2009-06,2009-06,2009-06-06,2009/06/06,Business - Personal,3,41-50,,,,ON,Corporate Stores
9821282212650,2010-12,2010-12,2010-12-11,11/12/2010,Business - Personal,2,41-50,,,,QC,Corporate Stores
9818105185241,2009-10,2009-10,2009-10-03,03/10/2009,Business - Personal,4,31-40,,,,qc,Corporate Stores
9818982182032,2010-04,2010-04,03/04/2010,03/04/2010,Business - Personal,7,18-30,,,,BC,Corporate Stores
9821268218505,2010-12,2010-12,2010-12-04,2010/12/04,Business - Personal,6,18-30,,,,AB,  Corporate Stores 
9818841181746,2010-03,,2010-03-06,,Business - Personal,7,18-30,,,,AB,Corporate Stores
9818829189399,2010-03,2010-03,2010-03-06,2010-03-06,Business - Personal,7,41-50,,,,QC,CORPORATE STORES
9817925175217,2009-09,,05/09/2009,,Business - Personal,4,18-30,,,,ON,CORPORATE STORES
9818108188168,2009-10,2009-10,2009-10-03,03/10/2009,Business - Personal,4,41-50,,,,AB,DEALERS
9821142212936,2010-11,,2010-11-06,,Business - Personal,2,18-30,,,,qc,Dealers
9818976186221,2010-04,2010-04,2010-04-03,2010-04-03,Business - Personal,7,50+,,,,QC,Corporate Stores
9819582192403,2010-08,2010-08,2010-08-07,2010-08-07,Business - Personal,1,50+,,,,AB,Corporate Stores
9819770190482,2010-09,2010-09,2010-09-04,2010-09-04,Business - Personal,6,41-50,HCDP,HCDM,,ON,Dealers
9817325175310,2009-05,,2009-05-09,,Business - Personal,3,41-50,,,,ON,corporate stores
9819589199617,2010-08,2010-08,2010-08-07,2010-08-07,Business - Personal,2,50+,,,,ON,CORPORATE STORES
9817769179138,2009-08,,2009/08/08,,Business - Personal,4,41-50,,,,BC,Dealers
9817936176818,2009-09,,2009-09-05,,Business - Personal,4,18-30,,,,QC,Corporate Stores
9818093183101,2009-10,,2009-10-03,,Business - Personal,4,18-30,,,,ON,Corporate Stores
9818583183038,2010-01,2010-01,2010-01-09,2010-01-09,Business - Personal,5,50+,,,,on,Dealers
9818828188182,2010-03,,2010-03-06,,Business - Personal,7,41-50,,,,  ON ,Dealers
9821135215744,2010-11,2010-12,2010-11-06,2011-01-01,Business - Personal,2,31-40,,,,QC,CORPORATE STORES
9821258218976,2010-12,,2010-12-04,,Business - Personal,4,50+,,,,ON,Dealers
9821132212857,2010-11,,2010/11/06,,Business - Personal,4,18-30,,,,ON,CORPORATE STORES
9819264194359,2010-06,2010-06,2010-06-05,05/06/2010,Business - Personal,8,50+,,,,  ON ,Dealers
9819750190312,2010-09,2010-09,2010-09-04,2010-09-04,Business - Personal,2,50+,,,,QC,Corporate Stores
9816763163391,2009-01,2009-01,2009-01-03,2009/01/03,Business - Personal,,18-30,,,,ON,Corporate Stores
9816765165859,2009-01,2009-01,2009-01-03,2009-01-03,Business - Personal,,31-40,,,,  QC ,Corporate Stores
9817029179946,2009-03,,2009-03-07,,Business - Personal,3,41-50,,,,ON,Corporate Stores
9818241181878,2009-11,2009-11,2009-11-07,2009-11-07,Business - Personal,5,41-50,,,,ON,Dealers
9817169179358,2009-04,,2009-04-04,,Business - Personal,3,31-40,,,,ON,dealers
9817769179982,2009-08,,2009/08/08,,Business - Personal,4,18-30,,,,ON,Corporate Stores
9819428198941,2010-07,2010-07,2010-07-10,2010-07-10,Business - Personal,1,18-30,,,,ON,Corporate Stores
9816903163746,2009-02,2009-02,2009-02-07,2009-02-07,Business - Personal,,  31-40 ,,,,BC,Corporate Stores
9818845185045,2010-03,,2010-03-06,,Business - Personal,7,50+,,,,QC,Corporate Stores
9819254194476,2010-06,2010-06,2010/06/05,2010-06-05,Business - Personal,8,41-50,,,,ON,Dealers
9817030170079,2009-03,,2009/03/07,,Business - Personal,3,31-40,,,,ON,Corporate Stores
9818584184888,2010-01,2010-01,09/01/2010,2010-01-09,Business - Personal,5,50+,HCDP,,HCDS,ON,Dealers
9816771161414,2009-01,2009-01,2009-01-03,2009-01-03,Business - Personal,,18-30,,,,ON,Corporate Stores
9817179179163,2009-04,,2009-04-04,,Business - Personal,3,18-30,,HCDM,,BC,Corporate Stores
9821124214092,2010-11,,2010-11-06,,Business - Personal,4,18-30,HCDP,,HCDS,ON,Dealers
9821262212480,2010-12,2010-12,04/12/2010,2010-12-04,Business - Personal,1,18-30,,,,qc,  Corporate Stores 
9817768178899,2009-08,2009-08,2009-08-08,2009-08-08,Business - Personal,4,41-50,,,,  QC ,corporate stores
9817327177891,2009-05,,2009-05-09,,Business - Personal,3,18-30,,,,ON,Corporate Stores
9817455175973,2009-06,2009-06,2009-06-06,2009-06-06,Business - Personal,3,  18-30 ,,,,ON,Dealers
9821283213429,2010-12,2010-12,2010-12-11,2010-12-11,Business - Personal,2,31-40,,,,QC,Corporate Stores
9818843183692,2010-03,2010-03,2010-03-06,2010-03-06,Business - Personal,7,31-40,HCDP,HCDM,,ON,Dealers
9818725185792,2010-02,2010-02,2010-02-06,2010-02-06,Business - Personal,6,41-50,,,,ON,Corporate Stores
9818825185315,2010-03,,2010-03-06,,Business - Personal,7,50+,,,,ON,Corporate Stores
9819955195076,2010-10,2010-10,2010/10/09,2010-10-09,Business - Personal,6,18-30,,,,BC,Corporate Stores
9817763173077,2009-08,,2009-08-08,,Business - Personal,4,31-40,,,,ON,Dealers
9818115185245,2009-10,,10/10/2009,,Business - Personal,5,18-30,,,,qc,Corporate Stores
9818846186100,2010-03,2010-03,06/03/2010,2010-03-06,Business - Personal,7,31-40,,,,AB,Dealers
9818585185059,2010-01,2010-01,2010/01/09,2010-01-09,Business - Personal,5,18-30,,,,ON,Corporate Stores
9818832182055,2010-03,2010-03,2010-03-06,2010/03/06,Business - Personal,7,41-50,,,,QC,CORPORATE STORES
9818110180990,2009-10,2009-10,2009-10-10,2009-10-10,Business - Personal,5,31-40,,,,ON,Corporate Stores
9817456176085,2009-06,2009-06,2009-06-06,2009-06-06,Business - Personal,3,50+,,,,QC,corporate stores
9816782162317,2009-01,2009-01,2009/01/10,2009-01-10,Business - Personal,,41-50,HCDP,,HCDS,ON,Dealers
9819432192177,2010-07,,2010-07-10,,Business - Personal,1,18-30,,,,BC,Dealers
9819259199331,2010-06,2010-06,05/06/2010,2010-06-05,Business - Personal,8,18-30,,,,on,Dealers
9818244184106,2009-11,2009-11,2009-11-07,2009-11-07,Business - Personal,5,50+,,,,QC,Corporate Stores
9818585185702,2010-01,2010-01,2010-01-09,2010/01/09,Business - Personal,2,31-40,,,,QC,Dealers
9817771171371,2009-08,2009-08,08/08/2009,2009-08-08,Business - Personal,4,50+,,,,BC,Dealers
9819416196052,2010-07,2010-07,2010-07-03,03/07/2010,Business - Personal,,31-40,,,,ON,Dealers
9818707187352,2010-02,2010-02,2010-02-06,2010-02-06,Business - Personal,6,18-30,,,,QC,Corporate Stores
9818976186184,2010-04,2010-04,2010-04-03,2010-04-03,Business - Personal,7,18-30,HCDP,HCDM,,QC,Dealers
9818115185438,2009-10,2009-10,10/10/2009,2009-10-10,Business - Personal,5,41-50,,,,ON,Dealers
9819589199638,2010-08,2010-08,2010-08-07,2010-08-07,Business - Personal,2,31-40,,,,ON,Corporate Stores
9821281211239,2010-12,2010-12,04/12/2010,2010-12-04,Business - Personal,4,50+,,,,on,dealers
9821134214613,2010-11,,2010/11/06,,Business - Personal,4,18-30,,,,ON,Dealers
9818843183142,2010-03,2010-03,2010-03-06,2010/03/06,Business - Personal,7,41-50,,,,QC,Corporate Stores
9817313173504,2009-05,2009-05,2009-05-02,2009-05-02,Business - Personal,3,50+,,,,ON,Dealers
9821131211745,2010-11,2010-11,06/11/2010,2010/11/06,Business - Personal,6,50+,,,,BC,dealers
9817316176621,2009-05,2009-05,2009-05-02,02/05/2009,Business - Personal,3,18-30,,,,BC,Corporate Stores
9819279199023,2010-06,2010-06,2010-06-05,05/06/2010,Business - Personal,8,41-50,,,,ON,Dealers
9818361181880,2009-12,2009-12,2009-12-05,2009-12-05,Business - Personal,5,31-40,,,,ON,corporate stores
9817926176756,2009-09,,2009-09-05,2009-09-05,Business - Personal,4,41-50,,,,on,CORPORATE STORES
9817309179963,2009-05,,2009-05-02,,Business - Personal,3,50+,,,,ON,Corporate Stores
9816769169422,2009-01,2009-01,2009-01-03,2009-01-03,Business - Personal,,18-30,HCDP,,HCDS,BC,Dealers
9819778198574,2010-09,2010-09,04/09/2010,2010-09-04,Business - Personal,6,50+,,,,QC,  Corporate Stores 
9818976186883,2010-04,2010-04,2010-04-03,2010-04-03,Business - Personal,7,18-30,,,,AB,DEALERS
9819124194605,2010-05,,08/05/2010,,Business - Personal,8,18-30,,,,  QC ,Corporate Stores
9819755195190,2010-09,,04/09/2010,,Business - Personal,2,  18-30 ,HCDP,,HCDS,QC,Corporate Stores
9817308178184,2009-05,2009-05,2009-05-02,2009-05-02,Business - Personal,3,50+,,,,ON,Dealers
9817310170587,2009-05,,2009/05/02,,Business - Personal,3,18-30,,HCDM,,ON,DEALERS
9817161171108,2009-04,2009-04,2009-04-04,2009-04-04,Business - Personal,3,41-50,,,,ON,corporate stores
9818370180115,2009-12,2009-12,2009-12-05,2009/12/05,Business - Personal,5,31-40,,HCDM,,QC,Corporate Stores
9819268198494,2010-06,2010-06,2010-06-05,2010-06-05,Business - Personal,8,18-30,,,,ON,Dealers
9817930170640,2009-09,,2009-09-05,05/09/2009,Business - Personal,4,50+,,HCDM,,ON,Corporate Stores
9817473173158,2009-06,2009-06,2009-06-06,2009-06-06,Business - Personal,3,41-50,HCDP,,HCDS,QC,Dealers
9817771171043,2009-08,2009-08,2009-08-08,2009-08-08,Business - Personal,,18-30,,,,ON,Dealers
9818586186271,2010-01,2010-01,2010-01-09,09/01/2010,Business - Personal,6,31-40,,,,BC,Corporate Stores
9819775195656,2010-09,2010-09,2010-09-04,04/09/2010,Business - Personal,2,41-50,,,,QC,Dealers
9819419199704,2010-07,,2010-07-03,,Business - Personal,1,18-30,,,,AB,Dealers
9818569189281,2010-01,,2010/01/02,,Business - Personal,5,18-30,,,,ON,DEALERS
9817759179886,2009-08,2009-08,2009-08-01,2009-08-01,Business - Personal,4,18-30,,,,ON,Corporate Stores
9819757197619,2010-09,,2010-09-04,,Business - Personal,6,18-30,,,,BC,Corporate Stores
9821281211379,2010-12,2010-12,2010-12-04,2010-12-04,Business - Personal,3,41-50,,,,BC,Corporate Stores
9819955195899,2010-10,2010-10,2010-10-09,09/10/2010,Business - Personal,3,41-50,,,,AB,Corporate Stores
9819589199545,2010-08,2010-08,2010-08-07,2010/08/07,Business - Personal,2,50+,,,,ON,  Corporate Stores 
9821277217398,2010-12,,2010/12/04,,Business - Personal,,31-40,,HCDM,,ON,corporate stores
9818098188697,2009-10,,03/10/2009,,Business - Personal,4,18-30,,,,QC,CORPORATE STORES
9819113193847,2010-05,2010-05,2010-05-01,2010/05/01,Business - Personal,8,50+,,,,QC,Corporate Stores
9817477177493,2009-06,2009-06,2009-06-06,2009-06-06,Business - Personal,3,41-50,,,,QC,Dealers
9819784194699,2010-09,2010-09,2010-09-11,2010-09-11,Business - Personal,3,41-50,,,,ON,Corporate Stores
9819580190162,2010-08,2010-08,2010-08-07,2010-08-07,Business - Personal,2,50+,,,,BC,DEALERS
9818722182874,2010-02,2010-02,2010-02-06,2010-02-06,Business - Personal,6,  50+ ,,,,ab,Corporate Stores
9819950190721,2010-10,2010-10,09/10/2010,2010-10-16,Business - Personal,3,18-30,,,,ab,Corporate Stores
9819784194602,2010-09,,2010-09-11,,Business - Personal,6,41-50,,,,BC,dealers
9818986186558,2010-04,2010-04,2010-04-10,2010-04-10,Business - Personal,8,  18-30 ,HCDP,,HCDS,AB,Corporate Stores
9818116186062,2009-10,2009-10,10/10/2009,2009-10-10,Business - Personal,5,41-50,,,,ON,Dealers
9817324174507,2009-05,2009-05,2009-05-09,2009-05-09,Business - Personal,3,41-50,,,,ON,Dealers
9817180170573,2009-04,2009-04,11/04/2009,11/04/2009,Business - Personal,3,18-30,,,,ON,Dealers
9819412192403,2010-07,,2010-07-03,,Business - Personal,1,41-50,,,,QC,  Corporate Stores 
9817029179495,2009-03,2009-03,07/03/2009,2009-03-07,Business - Personal,3,31-40,,,,ON,Dealers
9819938198336,2010-10,,2010/10/02,,Business - Personal,3,41-50,,HCDM,,ON,Dealers
9818247187991,2009-11,2009-11,2009/11/07,2009-11-07,Business - Personal,5,41-50,,,,QC,Dealers
9817163173305,2009-04,,2009-04-04,,Business - Personal,3,31-40,,,,ON,Corporate Stores
9819758198298,2010-09,2010-09,2010-09-04,2010-09-04,Business - Personal,6,  41-50 ,,,,ON,Corporate Stores
9817461171946,2009-06,2009-06,2009-06-06,2009-06-06,Business - Personal,3,31-40,,,,AB,Dealers
9818095185143,2009-10,2009-10,2009-10-03,2009-10-24,Business - Personal,4,31-40,,,,ON,Dealers
9817173173672,2009-04,2009-04,04/04/2009,04/04/2009,Business - Personal,3,31-40,,,,BC,Corporate Stores
9818106186449,2009-10,2009-10,03/10/2009,2009/10/03,Business - Personal,4,50+,,,,ON,dealers
9819571191289,2010-08,,2010-08-07,,Business - Personal,,41-50,,,,  QC ,Corporate Stores
9817310170443,2009-05,2009-05,02/05/2009,2009-05-02,Business - Personal,3,50+,,,,ON,Corporate Stores
9819114194417,2010-05,2010-05,2010-05-01,2010-05-01,Business - Personal,8,41-50,HCDP,,HCDS,ON,Dealers
9818376186582,2009-12,2009-12,2009-12-05,2009-12-05,Business - Personal,5,31-40,,,,ON,Corporate Stores
9818372182008,2009-12,2009-12,2009-12-05,2009-12-05,Business - Personal,5,41-50,,,,BC,DEALERS
9817618178096,2009-07,2009-07,2009-07-04,2009-07-04,Business - Personal,3,  41-50 ,,,,QC,corporate stores
9821124214295,2010-11,2010-11,2010-11-06,2010-11-06,Business - Personal,4,31-40,,,,ON,Corporate Stores
9819425195197,2010-07,,2010-07-10,,Business - Personal,1,18-30,,,,ON,  Corporate Stores 
9821273213896,2010-12,,2010-12-04,,Business - Personal,6,41-50,,,,  AB ,Corporate Stores
9821280210777,2010-12,2010-12,04/12/2010,2010-12-04,Business - Personal,8,50+,,,,AB,DEALERS
