BAN,FIRST_CREDIT_DATE,FIRST_CREDIT_CLASS,SCORE_CARD,CREDIT_SCORE
9817759179740,2009-08-01,L,ECBS,807
9818102182081,2009-10-02,b,EQFX,968
9821123213988,2010-11-01,B,EQFX,985
9821143213743,2010-11-05,K,EQFX,280
9816900160967,2009-02-01,L,ECBS,466
9819417197828,2010-07-02,K,EQFX,221
9817479179310,05/06/2009,x,EQFX,314
9819424194910,2010-07-04,B,EQFX,986
9819778198844,2010-09-04,L,ECBS,12
9821131211501,2010-11-03,L,EQFX,420
9817319179731,2009-05-03,L,ECBS,
9819421191079,2010-07-03,b,EQFX,944
9819255195066,01/06/2010,B,eqfx,995
9821274214537,2010-12-03,X,EQFX,
9819114194748,01/05/2010,l,ECBS,
9821273213297,2010-12-03,X,ECBS,466
9817628178782,2009-07-05,  L ,EQFX,490
9819773193162,2010-09-03,X,EQFX,739
9818705185436,2010-02-01,B,EQFX,986
9819113193514,2010-05-01,L,EQFX,600
9818103183237,2009/10/02,K,EQFX,242
9818713183523,2010-02-03,L,ECBS,
9817480170582,2009-06-05,B,EQFX,981
9819255195186,2010-06-01,K,EQFX,556
9817176176487,2009-04-04,B,EQFX,994
9819269199042,2010-06-03,B,EQFX,966
9821141211864,2010-11-05,X,EQFX,590
9817925175839,2009-09-01,B,  EQFX ,980
9819767197881,2010-09-03,B,EQFX,987
9821281211099,2010-12-04,L,ECBS,806
9819418198269,02/07/2010,X,ECBS,854
9818568188795,2010/01/02,L,EQFX,512
9819949199672,2010-10-04,X,EQFX,553
9818111181851,2009-10-04,X,EQFX,640
9817325175184,2009-05-04,B,EQFX,
9821125215930,2010-11-02,L,eqfx,567
9819781191997,2010-09-05,L,EQFX,335
9819754194948,2010-09-01,B,EQFX,941
9821142212893,2010-11-05,b,EQFX,960
9817926176666,2009-09-01,b,  EQFX ,978
9818243183867,2009-11-04,K,  EQFX ,65
9817167177138,2009-04-02,B,EQFX,994
9817760170642,2009-08-01,  B ,EQFX,984
9817931171221,01/09/2009,B,EQFX,994
9817629179493,05/07/2009,L,ECBS,854
9816907167278,2009-02-03,B,EQFX,987
9819274194287,2010-06-04,L,eqfx,841
9817178178151,2009-04-04,b,EQFX,992
9817931171830,2009-09-01,B,EQFX,996
9818835185773,2010/03/03,X,EQFX,
9817943173418,2009-09-04,L,EQFX,934
9817465175561,2009-06-02,K,EQFX,269
9819935195833,2010-10-01,B,EQFX,982
9816782162317,2009-01-05,B,EQFX,
9816771161945,2009-01-03,x,EQFX,
9821134214242,2010/11/04,B,EQFX,991
9817019179121,2009-03-02,X,EQFX,
9819767197972,2010-09-03,X,EQFX,880
9821270210347,2010-12-03,X,ECBS,822
9819269199111,2010/06/03,  B ,EQFX,994
9817157177783,2009/04/01,B,EQFX,918
9819423193425,2010-07-03,X,ecbs,800
9818972182938,2010/04/01,B,eqfx,989
9817762172841,2009-08-02,  B ,EQFX,965
9821127217653,2010-11-02,K,eqfx,14
9818368188705,2009-12-02,B,EQFX,988
9817330170309,2009-05-05,K,EQFX,95
9817622172396,2009-07-03,L,EQFX,405
9818829189240,2010-03-02,B,EQFX,993
9818247187522,2009-11-05,B,eqfx,977
9819763193930,02/09/2010,b,EQFX,982
9821140210776,2010-11-05,B,EQFX,886
9818725185159,2010-02-05,X,ECBS,8
9818840180113,2010-03-04,L,EQFX,842
9821141211080,05/11/2010,X,EQFX,495
9819111191766,2010-05-01,B,EQFX,995
9821140210175,2010-11-05,K,EQFX,307
9819785195381,05/09/2010,X,ecbs,800
9817768178582,2009-08-04,X,EQFX,786
9821278218712,2010-12-04,B,EQFX,976
9817018178878,2009-03-02,X,EQFX,697
9817324174087,04/05/2009,K,EQFX,268
9819418198244,2010-07-02,X,EQFX,152
9817161171190,2009-04-01,B,EQFX,948
9818986186150,2010-04-05,X,ECBS,822
9819572192680,02/08/2010,B,  EQFX ,915
9819266196497,2010-06-03,L,ECBS,
9817761171713,01/08/2009,L,ECBS,940
9817030170063,2009-03-05,K,EQFX,244
9818570180457,2010-01-02,B,EQFX,986
9817315175150,2009/05/02,B,EQFX,994
9819939199269,2010/10/02,B,EQFX,970
9818713183519,2010-02-03,B,EQFX,956
9817616176963,03/07/2009,B,EQFX,976
9816919169311,2009-02-05,x,EQFX,652
9819934194721,01/10/2010,B,EQFX,987
9819126196094,2010-05-04,K,EQFX,437
9819769199548,2010-09-03,B,EQFX,984
9818381181608,05/12/2009,b,eqfx,955
9818978188969,2010-04-03,X,ECBS,8
9821284214755,05/12/2010,X,EQFX,854
9818246186642,2009/11/04,B,EQFX,978
9818382182974,2009-12-05,B,EQFX,
9817478178099,2009-06-05,  X ,eqfx,313
9818984184316,2010-04-05,K,EQFX,211
9819416196135,2010-07-02,L,EQFX,351
9818573183171,2010-01-03,L,EQFX,680
9817472172913,2009-06-04,B,EQFX,990
9818233183426,2009/11/01,X,ECBS,854
9819411191602,01/07/2010,B,EQFX,975
9819586196016,04/08/2010,B,EQFX,951
9821273213093,03/12/2010,L,ecbs,16
9818105185736,2009-10-03,l,ECBS,913
9819119199151,2010-05-02,B,EQFX,986
9819590190023,2010-08-05,K,EQFX,241
9821136216732,04/11/2010,B,EQFX,995
9821283213331,2010/12/05,B,EQFX,994
9817625175397,04/07/2009,x,EQFX,861
9821283213285,2010/12/05,B,EQFX,948
9819420190519,2010-07-03,L,EQFX,959
9818116186052,05/10/2009,B,EQFX,975
9817761171666,2009-08-01,L,EQFX,520
9817926176308,2009/09/01,B,EQFX,987
9818105185942,2009-10-03,X,EQFX,739
9821273213126,2010-12-03,X,ECBS,420
9819584194329,04/08/2010,B,EQFX,966
9818099189597,02/10/2009,X,ECBS,786
9817759179191,2009-08-01,B,EQFX,989
9818974184155,2010/04/01,X,EQFX,760
9821268218827,2010-12-02,B,EQFX,883
9818107187763,03/10/2009,X,EQFX,313
9819949199437,2010-10-04,B,EQFX,995
9816904164680,2009-02-02,B,EQFX,
9819582192543,2010-08-04,x,EQFX,584
9818238188037,02/11/2009,K,  EQFX ,518
9817329179472,05/05/2009,K,  EQFX ,
9819258198260,2010-06-01,B,EQFX,986
9819272192701,2010-06-04,L,EQFX,699
9817173173636,2009-04-03,  L ,ECBS,880
9817316176946,02/05/2009,L,EQFX,438
9819929199758,2010-10-01,X,EQFX,325
9819592192520,05/08/2010,X,EQFX,425
9817322172833,2009-05-04,X,EQFX,
9821125215767,2010-11-02,X,EQFX,786
9818706186521,2010-02-01,X,ecbs,822
9819587197923,2010-08-05,L,EQFX,
9818234184031,2009-11-01,B,eqfx,995
9817931171423,2009-09-01,X,EQFX,
9821281211673,2010-12-05,B,EQFX,987
9819111191879,01/05/2010,B,EQFX,948
9817622172699,03/07/2009,X,EQFX,
9819937197300,2010-10-02,B,EQFX,979
9819954194413,2010-10-05,X,ECBS,8
9817323173117,2009-05-04,X,EQFX,382
9818983183588,05/04/2010,L,EQFX,481
9819420190872,2010-07-03,B,EQFX,975
9821264214983,02/12/2010,B,EQFX,993
9819947197433,2010-10-04,B,EQFX,992
9821127217476,2010/11/02,B,EQFX,994
9818979189131,2010-04-03,B,EQFX,979
9818719189510,2010/02/04,B,  EQFX ,975
9818380180015,04/12/2009,B,EQFX,994
9819933193833,2010-10-01,  B ,EQFX,984
9818570180126,2010-01-02,B,EQFX,982
9818568188281,2010-01-02,B,EQFX,980
9819124194043,2010-05-03,k,EQFX,138
9818975185916,2010-04-02,B,EQFX,991
9819582192163,2010-08-04,B,  EQFX ,993
9817927177922,01/09/2009,B,EQFX,984
9818107187769,03/10/2009,X,EQFX,618
9818095185613,2009-10-01,  L ,EQFX,450
9818234184050,2009-11-01,  K ,EQFX,552
9818248188020,2009-11-05,X,ECBS,904
9816772162926,2009-01-03,X,ECBS,557
9819423193325,2010/07/03,B,eqfx,995
9817621171128,2009-07-03,B,EQFX,958
9818980180696,2010-04-03,B,eqfx,995
9817018178956,2009-03-02,L,EQFX,386
9819945195454,2010-10-03,B,EQFX,997
9819770190761,2010-09-03,X,EQFX,512
9821277217358,2010/12/04,L,ECBS,
9819761191462,2010-09-02,B,EQFX,919
9818979189730,03/04/2010,X,EQFX,557
9819933193115,2010-10-01,X,ECBS,845
9818580180493,2010-01-04,X,EQFX,842
9819134194455,2010-05-05,B,EQFX,913
9817928178494,01/09/2009,L,EQFX,334
9818707187082,2010-02-01,b,EQFX,990
9817322172745,2009-05-04,x,ECBS,854
9821273213774,2010-12-03,B,EQFX,986
9821135215339,2010-11-04,X,EQFX,200
9819569199307,2010-08-01,B,EQFX,993
9818112182912,2009/10/04,B,EQFX,986
9817327177931,05/05/2009,K,EQFX,279
9817776176652,2009-08-05,B,EQFX,992
9817308178501,01/05/2009,B,EQFX,
9819763193447,2010-09-02,  B ,eqfx,
9817461171857,2009/06/02,K,eqfx,385
9818706186549,2010-02-01,X,ECBS,8
9819280190943,2010-06-05,L,EQFX,655
9817759179363,2009-08-01,K,EQFX,362
9819264194148,2010-06-02,B,EQFX,934
9819932192904,2010-10-01,K,eqfx,426
9819929199452,2010-10-01,X,ECBS,466
9819267197748,2010-06-03,K,EQFX,367
9817614174357,2009-07-02,B,EQFX,985
9818096186523,01/10/2009,X,EQFX,445
9818982182032,2010-04-03,X,EQFX,556
9816766166548,2009-01-02,  B ,eqfx,
9817925175170,2009/09/01,B,EQFX,991
9819570190386,2010-08-01,L,EQFX,934
9818722182899,2010-02-05,X,ECBS,8
9818384184430,2009-12-05,B,EQFX,974
9818986186465,2010-04-05,B,EQFX,989
9819756196950,01/09/2010,  B ,EQFX,956
9819751191138,2010-09-01,B,EQFX,952
9819767197456,2010-09-03,L,EQFX,636
9818724184353,2010/02/05,B,EQFX,995
9817760170382,2009-08-01,L,EQFX,822
9818824184986,2010-03-01,B,EQFX,968
9818105185035,2009-10-03,B,EQFX,986
9818375185186,2009-12-04,X,EQFX,530
9817159179838,01/04/2009,B,EQFX,993
9817327177506,05/05/2009,K,EQFX,
9817614174711,2009-07-02,B,EQFX,987
9819585195258,04/08/2010,k,EQFX,393
9818571181939,2010-01-02,l,EQFX,822
9819423193958,2010-07-03,K,EQFX,380
9819772192486,2010-09-03,K,EQFX,211
9819258198480,01/06/2010,  X ,EQFX,710
9818715185210,2010-02-03,B,EQFX,953
9817615175607,2009/07/02,L,ECBS,512
9818834184857,2010-03-03,X,ECBS,
9819776196699,04/09/2010,B,EQFX,978
9819767197458,2010-09-03,L,EQFX,639
9819762192721,02/09/2010,x,ECBS,786
9819935195523,2010-10-01,K,EQFX,208
9818099189800,2009-10-02,K,EQFX,379
9817329179556,2009-05-05,L,ECBS,770
9821276216473,2010-12-04,B,EQFX,965
9821272212833,03/12/2010,X,EQFX,602
9818100180298,2009-10-02,  L ,EQFX,664
9818720180619,2010-02-04,b,EQFX,982
9818382182878,2009-12-05,B,EQFX,984
9819776196623,2010-09-04,b,EQFX,970
9818983183676,05/04/2010,X,ecbs,870
9817169179606,03/04/2009,K,EQFX,
9821279219471,2010-12-04,B,EQFX,980
9819932192149,2010-10-01,K,EQFX,376
9819780190580,2010-09-04,L,EQFX,904
9818383183376,2009/12/05,B,EQFX,958
9819254194589,2010-06-01,K,EQFX,420
9821143213497,2010-11-05,B,EQFX,966
9821283213835,2010/12/05,  B ,EQFX,987
9817612172163,2009-07-02,B,EQFX,989
9819419199374,2010-07-02,  X ,eqfx,848
9819770190528,03/09/2010,B,EQFX,969
9819937197862,2010-10-02,B,EQFX,902
9817766176474,2009-08-03,B,EQFX,989
9821284214189,2010-12-05,b,EQFX,996
9818572182128,2010-01-02,X,EQFX,543
9819416196386,2010-07-02,b,EQFX,893
9819773193128,2010-09-03,B,EQFX,973
9819133193989,2010-05-05,B,EQFX,990
9819768198340,2010-09-03,  X ,EQFX,553
9817469179327,2009-06-03,X,EQFX,420
9817926176857,2009-09-01,X,eqfx,470
9817316176587,02/05/2009,L,EQFX,627
9818709189289,2010-02-02,B,  EQFX ,995
9818363183526,2009-12-01,B,EQFX,978
9818368188485,02/12/2009,B,EQFX,974
9816776166821,2009-01-04,K,EQFX,
9819257197189,2010-06-01,L,ECBS,16
9821281211390,2010-12-04,B,EQFX,994
9819126196974,2010-05-04,B,EQFX,970
9818986186288,2010-04-05,L,EQFX,636
9818725185109,2010-02-05,L,  ECBS ,822
9817760170736,2009-08-01,X,EQFX,842
9819415195591,2010-07-02,B,EQFX,985
9819785195571,2010-09-05,L,ECBS,
9819410190971,01/07/2010,X,ECBS,8
9818359189558,2009-12-01,B,EQFX,952
9818375185312,2009-12-04,x,EQFX,739
9821258218815,2010-12-01,L,EQFX,606
9821278218474,2010/12/04,B,EQFX,972
9818364184227,01/12/2009,L,EQFX,491
9816781161228,2009/01/05,X,EQFX,
9818096186804,2009-10-01,B,EQFX,983
9821142212383,05/11/2010,X,EQFX,730
9817630170324,2009-07-05,x,EQFX,520
9818101181220,2009-10-02,X,EQFX,848
9819275195726,2010-06-04,k,EQFX,373
9816775165416,2009-01-04,k,EQFX,178
9817761171681,2009/08/01,x,ECBS,800
9819933193759,2010-10-01,B,eqfx,960
9818568188694,2010/01/02,X,EQFX,538
9818096186786,2009-10-01,B,EQFX,972
9818102182871,2009-10-02,B,EQFX,940
9817161171511,2009-04-01,B,EQFX,
9821270210014,2010-12-03,X,EQFX,745
9817930170304,2009/09/01,K,EQFX,79
9819936196785,2010-10-02,L,ECBS,12
9819256196136,2010-06-01,X,  EQFX ,
9817032172287,2009-03-05,K,eqfx,389
9821123213453,2010-11-01,B,EQFX,981
9821264214073,2010-12-02,L,EQFX,443
9821136216126,2010-11-04,L,EQFX,491
9817173173366,2009-04-03,L,ECBS,934
9819275195267,2010-06-04,L,EQFX,642
9816909169721,2009-02-03,X,eqfx,319
9818977187658,2010-04-02,B,EQFX,990
9818976186019,02/04/2010,K,EQFX,215
9821121211097,2010-11-01,B,EQFX,988
9817610170688,2009-07-02,K,eqfx,131
9819784194366,2010-09-05,B,EQFX,978
9819780190115,2010/09/04,B,EQFX,994
9818232182528,2009-11-01,X,EQFX,375
9817172172347,03/04/2009,X,ECBS,512
9816768168764,2009-01-02,B,EQFX,
9821126216575,2010-11-02,L,ECBS,875
9818834184030,2010-03-03,X,EQFX,734
9817765175042,2009-08-03,B,EQFX,987
9817611171328,2009/07/02,X,EQFX,739
9821283213575,2010/12/05,B,EQFX,991
9819280190573,2010-06-05,B,EQFX,985
9819754194230,2010-09-01,L,ECBS,466
9817933173927,2009-09-02,B,EQFX,
9817307177239,2009-05-01,X,ECBS,880
9817328178112,2009-05-05,K,EQFX,213
9821120210020,2010-11-01,L,EQFX,864
9816766166360,02/01/2009,B,EQFX,
9818583183675,05/01/2010,  B ,EQFX,975
9818381181749,2009-12-05,B,EQFX,989
9818987187533,2010-04-05,l,ECBS,6
9816772162248,2009/01/03,K,eqfx,
9819413193403,2010-07-02,B,EQFX,982
9818382182043,2009-12-05,l,ECBS,602
9821138218683,2010-11-04,B,EQFX,968
9818709189640,2010/02/02,X,  EQFX ,822
9818379189978,04/12/2009,X,EQFX,819
9819949199755,2010-10-04,L,eqfx,854
9819769199147,2010-09-03,B,EQFX,985
9819123193236,2010-05-03,B,EQFX,959
9818246186498,2009-11-04,K,EQFX,465
9817024174122,2009-03-03,L,  EQFX ,494
9818093183326,2009-10-01,B,EQFX,990
9817767177429,04/08/2009,B,EQFX,
9818382182275,05/12/2009,B,EQFX,972
9819934194739,2010-10-01,X,EQFX,673
9818969189667,2010-04-01,K,eqfx,208
9821259219661,2010-12-01,X,ECBS,745
9819117197163,2010-05-02,B,EQFX,961
9819590190623,2010/08/05,B,EQFX,988
9816901161245,01/02/2009,L,EQFX,557
9816900160527,2009-02-01,K,EQFX,
9817481171469,2009-06-05,B,EQFX,964
9818365185412,2009-12-02,B,EQFX,993
9818985185322,2010/04/05,K,EQFX,358
9816905165842,2009-02-02,B,EQFX,994
9817760170611,2009-08-01,X,EQFX,485
9818722182372,05/02/2010,X,EQFX,557
9819428198097,2010-07-05,B,EQFX,954
9817020170469,03/03/2009,k,EQFX,
9819425195630,2010-07-04,B,EQFX,979
9819783193744,2010-09-05,L,EQFX,746
9818361181346,2009-12-01,B,EQFX,996
9819954194300,2010-10-05,K,EQFX,331
9821282212382,2010-12-05,B,EQFX,973
9818117187600,2009-10-05,B,EQFX,977
9818381181339,2009-12-05,X,EQFX,569
9817481171534,05/06/2009,  B ,EQFX,981
9819582192342,2010-08-04,B,EQFX,975
9819584194797,2010-08-04,B,EQFX,977
9817177177365,2009-04-04,X,eqfx,854
9819129199703,2010-05-04,B,EQFX,940
9818708188688,02/02/2010,B,EQFX,987
9819430190985,2010-07-05,X,EQFX,800
9817024174859,2009-03-04,  K ,EQFX,194
9818115185527,2009/10/05,B,EQFX,973
9817029179796,2009-03-05,X,  EQFX ,512
9819777197052,2010-09-04,B,EQFX,961
9819414194294,02/07/2010,  B ,EQFX,941
9819781191016,2010-09-04,b,EQFX,984
9817473173215,2009-06-04,B,EQFX,982
9817328178593,2009-05-05,X,ecbs,845
9817320170048,2009-05-03,B,EQFX,976
9818566186497,2010-01-01,B,eqfx,978
9817615175411,02/07/2009,K,EQFX,
9818381181665,2009-12-05,X,  EQFX ,
9819262192096,2010-06-02,K,EQFX,312
9821131211958,2010-11-03,X,EQFX,
9819757197362,2010-09-01,B,EQFX,991
9817761171793,2009-08-01,X,eqfx,432
9817308178617,2009-05-01,X,EQFX,
9817621171929,2009-07-03,L,ECBS,842
9819764194804,2010-09-02,B,EQFX,994
9818100180304,2009-10-02,B,EQFX,988
9817614174332,2009-07-02,L,EQFX,
9819134194635,05/05/2010,X,EQFX,677
9818828188445,2010-03-02,X,EQFX,575
9817926176453,2009-09-01,X,ECBS,842
9821260210388,2010-12-01,L,ECBS,745
9819122192288,03/05/2010,K,eqfx,477
9818846186042,05/03/2010,B,EQFX,986
9818707187826,01/02/2010,X,ECBS,822
9819277197382,05/06/2010,L,ECBS,822
9817613173365,2009-07-02,X,EQFX,883
9817626176533,2009-07-04,B,EQFX,990
9819126196911,2010-05-04,L,EQFX,687
9817758178879,2009-08-01,B,EQFX,975
9819427197850,2010-07-05,L,  EQFX ,588
9818828188978,2010-03-02,X,EQFX,
9817326176569,2009/05/05,X,EQFX,880
9817458178226,2009-06-01,K,EQFX,147
9818837187036,2010-03-04,B,EQFX,980
9817032172386,2009-03-05,B,EQFX,996
9818377187938,2009-12-04,B,EQFX,995
9819260190211,2010-06-02,l,  ECBS ,512
9821277217112,2010-12-04,l,ECBS,16
9818971181645,2010-04-01,X,ECBS,466
9817174174549,2009-04-04,X,EQFX,450
9816771161047,03/01/2009,B,EQFX,
9819280190085,2010-06-05,K,EQFX,221
9821268218446,2010-12-02,B,EQFX,946
9817025175011,2009-03-04,B,EQFX,953
9818242182677,2009-11-03,B,EQFX,995
9821265215231,2010/12/02,B,EQFX,952
9817615175195,2009-07-02,B,EQFX,992
9817926176855,2009-09-01,X,eqfx,698
9819749199993,01/09/2010,X,EQFX,698
9818574184678,2010-01-03,B,EQFX,993
9816905165456,2009-02-02,B,EQFX,986
9816899169862,01/02/2009,B,EQFX,
9819930190894,2010-10-01,K,EQFX,259
9818837187119,2010-03-04,X,EQFX,842
9818370180951,2009-12-03,B,EQFX,974
9819776196724,2010-09-04,L,ECBS,557
9817931171198,2009-09-01,L,ECBS,854
9817614174433,2009-07-02,X,EQFX,
9819776196192,2010-09-04,B,EQFX,995
9819112192044,2010-05-01,L,eqfx,666
9819118198480,2010-05-02,L,EQFX,669
9817460170130,2009-06-01,K,EQFX,50
9819425195844,04/07/2010,B,EQFX,983
9819418198124,2010/07/02,B,EQFX,967
9817625175825,2009-07-04,L,ECBS,420
9816907167692,2009-02-03,B,EQFX,
9818232182018,01/11/2009,B,EQFX,
9818970180784,2010-04-01,X,EQFX,739
9818241181750,2009-11-03,L,EQFX,557
9817468178738,2009-06-03,X,EQFX,305
9817016176348,2009-03-02,B,EQFX,961
9818568188307,2010-01-02,b,eqfx,987
9817319179188,2009-05-03,B,EQFX,982
9818106186273,03/10/2009,B,EQFX,991
9819931191532,01/10/2010,L,EQFX,309
9818108188693,2009-10-03,B,EQFX,958
9819953193162,2010-10-05,B,EQFX,982
9817315175543,2009-05-02,L,EQFX,800
9819750190259,2010-09-01,X,EQFX,481
9817623173546,2009-07-04,B,EQFX,968
9818360180695,2009/12/01,B,eqfx,993
9817936176183,2009/09/02,K,EQFX,117
9817474174538,04/06/2009,b,EQFX,991
9818099189547,2009/10/02,  K ,EQFX,69
9819116196950,2010-05-02,B,EQFX,923
9817763173580,02/08/2009,L,EQFX,631
9818368188391,2009-12-02,B,EQFX,939
9819118198275,2010-05-02,B,EQFX,993
9819414194189,2010-07-02,B,EQFX,993
9817765175623,2009/08/03,B,EQFX,977
9817928178069,2009/09/01,L,ECBS,880
9817167177593,2009-04-02,X,EQFX,513
9819415195014,2010/07/02,B,EQFX,931
9818718188460,2010-02-04,X,EQFX,790
9821267217232,2010-12-02,L,EQFX,626
9817023173926,03/03/2009,L,EQFX,934
9817177177085,2009-04-04,B,EQFX,982
9819938198579,2010-10-02,X,EQFX,634
9816768168045,2009-01-02,K,EQFX,
9819425195250,2010-07-04,B,EQFX,994
9821130210476,2010/11/03,K,EQFX,299
9817021171641,2009-03-03,B,EQFX,965
9818829189687,2010-03-02,L,ECBS,822
9816908168376,2009-02-03,L,ECBS,904
9818246186392,04/11/2009,B,EQFX,956
9818233183718,2009-11-01,X,EQFX,465
9819261191863,02/06/2010,B,EQFX,943
9816779169829,2009-01-05,K,EQFX,
9818384184241,05/12/2009,B,EQFX,993
9821142212239,2010/11/05,B,EQFX,978
9816776166171,2009-01-04,B,EQFX,
9818109189126,2009-10-03,B,EQFX,992
9819772192842,2010-09-03,B,EQFX,992
9818574184115,2010-01-03,B,  EQFX ,970
9817772172624,2009/08/04,B,EQFX,995
9817324174670,2009/05/04,K,EQFX,241
9816781161108,2009-01-05,B,EQFX,995
9819933193500,01/10/2010,X,EQFX,880
9817762172162,2009-08-02,B,EQFX,972
9821266216797,2010-12-02,X,EQFX,790
9817030170492,2009-03-05,B,EQFX,985
9819573193782,2010-08-02,L,EQFX,822
9818981181779,03/04/2010,B,eqfx,995
9818569189658,2010-01-02,X,EQFX,420
9818725185800,2010-02-05,X,  EQFX ,744
9817473173830,2009-06-04,B,EQFX,995
9817030170909,2009-03-05,B,EQFX,993
9819113193784,2010-05-01,X,eqfx,420
9818361181361,2009-12-01,X,EQFX,532
9819591191220,2010-08-05,L,ECBS,557
9819784194979,05/09/2010,X,EQFX,385
9818383183449,2009-12-05,B,EQFX,987
9818579189754,2010-01-04,B,EQFX,978
9819117197604,2010-05-02,B,EQFX,883
9817931171911,2009-09-01,B,EQFX,966
9818582182793,2010-01-05,B,EQFX,954
9819771191292,2010-09-03,L,ECBS,16
9817317177841,2009-05-03,L,ECBS,557
9819411191452,2010-07-01,B,EQFX,986
9819586196007,2010-08-04,b,EQFX,984
9817925175636,2009-09-01,X,EQFX,705
9819115195399,2010-05-01,L,ECBS,12
9821271211948,2010-12-03,X,EQFX,373
9818244184797,2009/11/04,B,EQFX,989
9817306176062,2009-05-01,B,EQFX,994
9817157177103,2009-04-01,K,EQFX,54
9819427197592,2010-07-05,B,EQFX,941
9818984184224,2010-04-05,X,EQFX,880
9819585195236,2010-08-04,K,EQFX,340
9821272212312,03/12/2010,B,EQFX,983
9818578188030,04/01/2010,X,EQFX,358
9819774194538,2010-09-03,B,EQFX,987
9817170170518,03/04/2009,L,EQFX,596
9821135215900,2010-11-04,X,ECBS,800
9818364184949,02/12/2009,X,EQFX,322
9819753193627,2010-09-02,B,EQFX,883
9818715185372,2010/02/03,K,EQFX,375
9821135215678,2010-11-04,B,EQFX,982
9819430190170,2010-07-05,x,EQFX,467
9818114184465,2009-10-05,K,EQFX,142
9818980180878,2010/04/03,X,EQFX,454
9819421191958,2010-07-03,B,EQFX,962
9819132192779,2010-05-05,X,ECBS,466
9816775165233,04/01/2009,B,EQFX,
9816919169281,2009-02-05,L,ECBS,
9818242182381,2009-11-03,B,eqfx,986
9819762192644,2010-09-02,B,EQFX,976
9818107187871,2009-10-03,K,EQFX,69
9817308178674,2009-05-01,X,EQFX,352
9819929199660,2010-10-01,X,  EQFX ,854
9817329179778,2009-05-05,X,ECBS,774
9819134194050,2010-05-05,B,EQFX,993
9817475175407,2009-06-04,K,EQFX,456
9818833183463,2010-03-03,B,EQFX,983
9818380180930,2009-12-05,B,EQFX,970
9818845185878,2010-03-05,B,EQFX,986
9819416196787,02/07/2010,B,EQFX,920
9816914164864,2009-02-04,B,EQFX,964
9818980180277,2010/04/03,X,EQFX,656
9818365185802,2009-12-02,K,EQFX,209
9819775195629,04/09/2010,B,EQFX,892
9818578188774,2010-01-04,B,EQFX,984
9819590190580,2010-08-05,B,EQFX,981
9816778168931,2009-01-05,X,EQFX,822
9817478178113,2009-06-05,B,EQFX,978
9818372182295,2009-12-03,X,EQFX,553
9819272192240,2010-06-04,B,EQFX,983
9819779199723,2010-09-04,B,EQFX,984
9817613173574,2009-07-02,L,ECBS,557
9819111191656,2010/05/01,B,EQFX,954
9818723183989,2010-02-05,B,EQFX,987
9818249189940,2009-11-05,L,EQFX,471
9817621171386,03/07/2009,b,EQFX,994
9817170170894,2009-04-03,b,eqfx,967
9821123213326,2010-11-01,B,  EQFX ,990
9818572182361,2010/01/02,B,  EQFX ,994
9817618178937,2009-07-03,K,EQFX,317
9818972182360,01/04/2010,l,ECBS,800
9817175175980,2009/04/04,B,EQFX,996
9817621171001,2009-07-03,L,EQFX,913
9817322172042,2009-05-04,B,EQFX,959
9817470170528,2009/06/03,B,eqfx,981
9819760190126,2010-09-02,  B ,EQFX,996
9817763173145,02/08/2009,X,ECBS,822
9818365185113,2009-12-02,K,EQFX,207
9819580190804,2010-08-03,B,EQFX,983
9817029179131,2009-03-05,X,ECBS,854
9819952192733,2010-10-05,X,EQFX,854
9817163173300,2009-04-02,X,eqfx,
9818973183968,01/04/2010,K,EQFX,366
9819782192576,2010-09-05,x,EQFX,469
9821140210001,2010-11-05,B,EQFX,987
9819773193884,2010/09/03,  L ,  ECBS ,14
9821143213330,05/11/2010,B,EQFX,978
9818722182464,2010-02-05,X,ECBS,8
9817459179970,2009-06-01,x,EQFX,481
9819269199074,2010-06-03,L,ECBS,786
9817926176625,01/09/2009,B,EQFX,994
9817170170146,2009-04-03,B,  EQFX ,971
9818248188480,05/11/2009,X,  EQFX ,593
9819754194879,2010-09-01,X,EQFX,556
9818973183973,2010-04-01,X,EQFX,792
9819264194105,2010-06-02,X,EQFX,602
9819759199337,2010-09-02,X,ECBS,786
9817768178694,2009-08-04,B,EQFX,964
9821129219563,2010-11-03,K,EQFX,556
9819585195677,04/08/2010,B,EQFX,991
9817028178382,2009-03-04,B,EQFX,
9818239189957,2009-11-03,X,ECBS,880
9818822182123,2010-03-01,B,EQFX,931
9817478178740,2009-06-05,X,EQFX,501
9819589199823,2010-08-05,X,ECBS,822
9818839189727,2010-03-04,L,EQFX,569
9819954194434,2010/10/05,B,  EQFX ,985
9821285215215,2010-12-05,B,EQFX,995
9816904164019,2009-02-02,K,EQFX,
9821131211664,03/11/2010,X,ECBS,776
9817936176102,2009-09-02,B,  EQFX ,995
9817950170843,04/09/2009,B,EQFX,954
9819272192621,2010-06-04,b,EQFX,962
9818112182023,2009-10-04,B,EQFX,992
9818713183594,2010-02-03,X,EQFX,639
