Area Code,Date,Market,Market Size,Product,Product Type,State,Type,Budget COGS,Budget Margin,Budget Profit,Budget Sales,Cogs,Inventory,Margin,Marketing,Number of Records,Profit,Sales,Total Expenses
614,2/1/2012 12:00:00 AM,Central,Major Market,Decaf Espresso,Espresso,Ohio,Decaf,60,90,40,$0K,59,331,73,22,1,18,$0K,55
970,2/1/2012 12:00:00 AM,Central,Major Market,Chamomile,Herbal Tea,Colorado,Decaf,140,150,100,$0K,170,1073,170,47,1,99,$0K,71
815,2/1/2012 12:00:00 AM,Central,Major Market,Chamomile,Herbal Tea,Illinois,Decaf,80,130,110,$0K,99,766,144,27,1,105,$0K,39
330,2/1/2012 12:00:00 AM,Central,Major Market,Chamomile,Herbal Tea,Ohio,Decaf,10,30,30,$0K,22,452,34,6,1,17,$0K,17
970,2/1/2012 12:00:00 AM,Central,Major Market,Lemon,Herbal Tea,Colorado,Decaf,40,70,10,$0K,54,427,75,49,1,-3,$0K,78
773,2/1/2012 12:00:00 AM,Central,Major Market,Lemon,Herbal Tea,Illinois,Decaf,70,90,60,$0K,83,613,107,27,1,68,$0K,39
740,2/1/2012 12:00:00 AM,Central,Major Market,Lemon,Herbal Tea,Ohio,Decaf,20,50,50,$0K,32,817,48,8,1,28,$0K,20
303,2/1/2012 12:00:00 AM,Central,Major Market,Mint,Herbal Tea,Colorado,Decaf,50,70,40,$0K,60,329,80,19,1,33,$0K,47
847,2/1/2012 12:00:00 AM,Central,Major Market,Mint,Herbal Tea,Illinois,Decaf,80,120,100,$0K,95,809,137,26,1,99,$0K,38
305,2/1/2012 12:00:00 AM,East,Major Market,Decaf Irish Cream,Coffee,Florida,Decaf,80,110,70,$0K,86,490,120,26,1,71,$0K,49
407,2/1/2012 12:00:00 AM,East,Major Market,Decaf Espresso,Espresso,Florida,Decaf,70,100,60,$0K,77,423,103,25,1,51,$0K,52
754,2/1/2012 12:00:00 AM,East,Major Market,Chamomile,Herbal Tea,Florida,Decaf,30,50,30,$0K,48,617,62,15,1,34,$0K,28
727,2/1/2012 12:00:00 AM,East,Major Market,Lemon,Herbal Tea,Florida,Decaf,40,50,20,$0K,53,306,65,20,1,12,$0K,53
781,2/1/2012 12:00:00 AM,East,Major Market,Lemon,Herbal Tea,Massachusetts,Decaf,40,60,30,$0K,59,331,73,22,1,18,$0K,55
518,2/1/2012 12:00:00 AM,East,Major Market,Lemon,Herbal Tea,New York,Decaf,180,200,110,$0K,240,1454,255,91,1,131,$0K,124
850,2/1/2012 12:00:00 AM,East,Major Market,Mint,Herbal Tea,Florida,Decaf,50,70,50,$0K,70,957,84,21,1,42,$0K,42
607,2/1/2012 12:00:00 AM,East,Major Market,Mint,Herbal Tea,New York,Decaf,160,-20,-80,$0K,213,1214,-33,66,1,-120,$0K,87
432,2/1/2012 12:00:00 AM,South,Major Market,Decaf Irish Cream,Coffee,Texas,Decaf,100,130,100,$0K,83,613,107,27,1,68,$0K,39
956,2/1/2012 12:00:00 AM,South,Major Market,Decaf Espresso,Espresso,Texas,Decaf,60,100,90,$0K,77,449,112,21,1,80,$0K,32
214,2/1/2012 12:00:00 AM,South,Major Market,Chamomile,Herbal Tea,Texas,Decaf,50,80,50,$0K,60,329,80,19,1,33,$0K,47
432,2/1/2012 12:00:00 AM,South,Major Market,Lemon,Herbal Tea,Texas,Decaf,40,80,50,$0K,52,357,76,16,1,38,$0K,38
818,2/1/2012 12:00:00 AM,West,Major Market,Decaf Irish Cream,Coffee,California,Decaf,180,-30,-110,$0K,148,1071,-26,48,1,-117,$0K,91
951,2/1/2012 12:00:00 AM,West,Major Market,Decaf Espresso,Espresso,California,Decaf,220,300,200,$1K,234,1282,311,77,1,202,$1K,109
949,2/1/2012 12:00:00 AM,West,Major Market,Chamomile,Herbal Tea,California,Decaf,80,120,100,$0K,95,809,137,26,1,100,$0K,37
714,2/1/2012 12:00:00 AM,West,Major Market,Lemon,Herbal Tea,California,Decaf,180,220,160,$0K,213,942,252,66,1,164,$0K,88
530,2/1/2012 12:00:00 AM,West,Major Market,Mint,Herbal Tea,California,Decaf,70,90,60,$0K,83,613,107,27,1,68,$0K,39
303,2/1/2012 12:00:00 AM,Central,Major Market,Amaretto,Coffee,Colorado,Regular,100,150,120,$0K,99,766,144,27,1,105,$0K,39
937,2/1/2012 12:00:00 AM,Central,Major Market,Amaretto,Coffee,Ohio,Regular,60,80,50,$0K,60,329,80,19,1,33,$0K,47
720,2/1/2012 12:00:00 AM,Central,Major Market,Colombian,Coffee,Colorado,Regular,80,110,80,$0K,83,613,107,27,1,68,$0K,39
312,2/1/2012 12:00:00 AM,Central,Major Market,Colombian,Coffee,Illinois,Regular,150,220,140,$0K,148,844,206,48,1,115,$0K,91
513,2/1/2012 12:00:00 AM,Central,Major Market,Colombian,Coffee,Ohio,Regular,50,80,50,$0K,52,357,76,16,1,38,$0K,38
970,2/1/2012 12:00:00 AM,Central,Major Market,Caffe Mocha,Espresso,Colorado,Regular,80,140,110,$0K,77,449,112,21,1,80,$0K,32
708,2/1/2012 12:00:00 AM,Central,Major Market,Caffe Mocha,Espresso,Illinois,Regular,270,370,260,$1K,234,1282,311,77,1,201,$1K,110
234,2/1/2012 12:00:00 AM,Central,Major Market,Caffe Mocha,Espresso,Ohio,Regular,190,210,140,$0K,170,1073,170,47,1,98,$0K,72
719,2/1/2012 12:00:00 AM,Central,Major Market,Darjeeling,Tea,Colorado,Regular,50,60,10,$0K,59,331,73,22,1,18,$0K,55
309,2/1/2012 12:00:00 AM,Central,Major Market,Darjeeling,Tea,Illinois,Regular,60,100,80,$0K,77,449,112,21,1,79,$0K,33
614,2/1/2012 12:00:00 AM,Central,Major Market,Darjeeling,Tea,Ohio,Regular,60,110,60,$0K,80,640,120,26,1,62,$0K,58
720,2/1/2012 12:00:00 AM,Central,Major Market,Earl Grey,Tea,Colorado,Regular,50,60,30,$0K,62,958,74,19,1,34,$0K,40
630,2/1/2012 12:00:00 AM,Central,Major Market,Earl Grey,Tea,Illinois,Regular,60,100,50,$0K,75,549,114,24,1,59,$0K,55
513,2/1/2012 12:00:00 AM,Central,Major Market,Earl Grey,Tea,Ohio,Regular,70,110,70,$0K,86,490,120,26,1,71,$0K,49
970,2/1/2012 12:00:00 AM,Central,Major Market,Green Tea,Tea,Colorado,Regular,30,50,30,$0K,44,618,56,14,1,30,$0K,26
754,2/1/2012 12:00:00 AM,East,Major Market,Colombian,Coffee,Florida,Regular,70,120,80,$0K,80,640,120,26,1,63,$0K,57
774,2/1/2012 12:00:00 AM,East,Major Market,Colombian,Coffee,Massachusetts,Regular,70,370,330,$0K,75,235,395,24,1,340,$0K,55
917,2/1/2012 12:00:00 AM,East,Major Market,Colombian,Coffee,New York,Regular,240,370,250,$1K,258,2067,387,90,1,245,$1K,142
305,2/1/2012 12:00:00 AM,East,Major Market,Caffe Mocha,Espresso,Florida,Regular,80,130,40,$0K,92,541,128,83,1,16,$0K,112
508,2/1/2012 12:00:00 AM,East,Major Market,Caffe Mocha,Espresso,Massachusetts,Regular,50,70,10,$0K,54,451,74,49,1,-4,$0K,78
585,2/1/2012 12:00:00 AM,East,Major Market,Caffe Mocha,Espresso,New York,Regular,110,-60,-190,$0K,121,901,-60,110,1,-203,$0K,143
508,2/1/2012 12:00:00 AM,East,Major Market,Regular Espresso,Espresso,Massachusetts,Regular,160,170,110,$0K,170,1073,170,47,1,99,$0K,71
585,2/1/2012 12:00:00 AM,East,Major Market,Regular Espresso,Espresso,New York,Regular,210,350,280,$1K,228,1402,352,63,1,264,$1K,88
786,2/1/2012 12:00:00 AM,East,Major Market,Darjeeling,Tea,Florida,Regular,30,50,40,$0K,32,817,48,8,1,28,$0K,20
978,2/1/2012 12:00:00 AM,East,Major Market,Darjeeling,Tea,Massachusetts,Regular,30,50,40,$0K,32,817,48,8,1,28,$0K,20
631,2/1/2012 12:00:00 AM,East,Major Market,Darjeeling,Tea,New York,Regular,100,150,120,$0K,95,809,137,26,1,100,$0K,37
518,2/1/2012 12:00:00 AM,East,Major Market,Earl Grey,Tea,New York,Regular,100,160,130,$0K,99,766,144,27,1,105,$0K,39
727,2/1/2012 12:00:00 AM,East,Major Market,Green Tea,Tea,Florida,Regular,40,80,60,$0K,47,772,68,13,1,44,$0K,24
978,2/1/2012 12:00:00 AM,East,Major Market,Green Tea,Tea,Massachusetts,Regular,20,40,30,$0K,22,452,34,6,1,17,$0K,17
845,2/1/2012 12:00:00 AM,East,Major Market,Green Tea,Tea,New York,Regular,80,120,90,$0K,77,449,112,21,1,79,$0K,33
972,2/1/2012 12:00:00 AM,South,Major Market,Colombian,Coffee,Texas,Regular,260,320,240,$1K,213,942,252,66,1,164,$0K,88
512,2/1/2012 12:00:00 AM,South,Major Market,Caffe Latte,Espresso,Texas,Regular,60,100,60,$0K,75,378,114,24,1,58,$0K,56
903,2/1/2012 12:00:00 AM,South,Major Market,Caffe Mocha,Espresso,Texas,Regular,80,120,100,$0K,99,766,144,27,1,106,$0K,38
909,2/1/2012 12:00:00 AM,West,Major Market,Amaretto,Coffee,California,Regular,130,30,-20,$0K,104,685,28,33,1,-27,$0K,55
415,2/1/2012 12:00:00 AM,West,Major Market,Colombian,Coffee,California,Regular,320,480,360,$1K,258,2067,387,90,1,245,$1K,142
831,2/1/2012 12:00:00 AM,West,Major Market,Caffe Latte,Espresso,California,Regular,210,220,150,$0K,228,1436,229,63,1,142,$0K,87
916,2/1/2012 12:00:00 AM,West,Major Market,Caffe Mocha,Espresso,California,Regular,110,160,30,$0K,121,712,169,110,1,26,$0K,143
626,2/1/2012 12:00:00 AM,West,Major Market,Darjeeling,Tea,California,Regular,60,100,90,$0K,99,766,144,27,1,106,$0K,38
858,2/1/2012 12:00:00 AM,West,Major Market,Earl Grey,Tea,California,Regular,50,70,60,$0K,77,449,112,21,1,80,$0K,32
858,2/1/2012 12:00:00 AM,West,Major Market,Green Tea,Tea,California,Regular,40,80,50,$0K,75,549,114,24,1,58,$0K,56
712,2/1/2012 12:00:00 AM,Central,Small Market,Decaf Irish Cream,Coffee,Iowa,Decaf,20,30,20,$0K,23,620,31,7,1,12,$0K,19
816,2/1/2012 12:00:00 AM,Central,Small Market,Decaf Irish Cream,Coffee,Missouri,Decaf,70,100,60,$0K,75,956,90,23,1,46,$0K,44
414,2/1/2012 12:00:00 AM,Central,Small Market,Decaf Irish Cream,Coffee,Wisconsin,Decaf,80,100,60,$0K,77,423,103,25,1,50,$0K,53
712,2/1/2012 12:00:00 AM,Central,Small Market,Decaf Espresso,Espresso,Iowa,Decaf,0,50,40,$0K,0,774,43,0,1,32,$0K,11
573,2/1/2012 12:00:00 AM,Central,Small Market,Decaf Espresso,Espresso,Missouri,Decaf,40,80,60,$0K,42,771,61,11,1,38,$0K,23
715,2/1/2012 12:00:00 AM,Central,Small Market,Decaf Espresso,Espresso,Wisconsin,Decaf,50,70,50,$0K,48,617,62,15,1,35,$0K,27
563,2/1/2012 12:00:00 AM,Central,Small Market,Chamomile,Herbal Tea,Iowa,Decaf,200,270,190,$0K,234,1282,311,77,1,201,$1K,110
636,2/1/2012 12:00:00 AM,Central,Small Market,Chamomile,Herbal Tea,Missouri,Decaf,30,60,10,$0K,43,256,61,39,1,-8,$0K,69
715,2/1/2012 12:00:00 AM,Central,Small Market,Chamomile,Herbal Tea,Wisconsin,Decaf,50,100,80,$0K,65,372,109,20,1,66,$0K,43
563,2/1/2012 12:00:00 AM,Central,Small Market,Lemon,Herbal Tea,Iowa,Decaf,80,140,110,$0K,104,596,150,33,1,95,$0K,55
417,2/1/2012 12:00:00 AM,Central,Small Market,Lemon,Herbal Tea,Missouri,Decaf,70,10,-20,$0K,84,625,18,26,1,-32,$0K,50
262,2/1/2012 12:00:00 AM,Central,Small Market,Lemon,Herbal Tea,Wisconsin,Decaf,40,60,50,$0K,47,772,68,13,1,43,$0K,25
203,2/1/2012 12:00:00 AM,East,Small Market,Decaf Espresso,Espresso,Connecticut,Decaf,50,70,40,$0K,55,305,75,18,1,29,$0K,46
475,2/1/2012 12:00:00 AM,East,Small Market,Lemon,Herbal Tea,Connecticut,Decaf,60,90,50,$0K,86,484,107,32,1,41,$0K,66
603,2/1/2012 12:00:00 AM,East,Small Market,Lemon,Herbal Tea,New Hampshire,Decaf,20,30,0,$0K,33,193,41,12,1,-4,$0K,45
860,2/1/2012 12:00:00 AM,East,Small Market,Mint,Herbal Tea,Connecticut,Decaf,50,70,50,$0K,75,956,90,23,1,46,$0K,44
504,2/1/2012 12:00:00 AM,South,Small Market,Decaf Irish Cream,Coffee,Louisiana,Decaf,50,90,70,$0K,47,772,68,13,1,44,$0K,24
505,2/1/2012 12:00:00 AM,South,Small Market,Decaf Irish Cream,Coffee,New Mexico,Decaf,100,20,-20,$0K,84,625,18,26,1,-31,$0K,49
405,2/1/2012 12:00:00 AM,South,Small Market,Decaf Irish Cream,Coffee,Oklahoma,Decaf,40,60,50,$0K,32,817,48,8,1,29,$0K,19
985,2/1/2012 12:00:00 AM,South,Small Market,Decaf Espresso,Espresso,Louisiana,Decaf,40,70,50,$0K,56,382,81,17,1,41,$0K,40
505,2/1/2012 12:00:00 AM,South,Small Market,Decaf Espresso,Espresso,New Mexico,Decaf,30,40,10,$0K,35,191,47,11,1,8,$0K,39
405,2/1/2012 12:00:00 AM,South,Small Market,Decaf Espresso,Espresso,Oklahoma,Decaf,60,110,70,$0K,80,640,120,26,1,63,$0K,57
337,2/1/2012 12:00:00 AM,South,Small Market,Chamomile,Herbal Tea,Louisiana,Decaf,40,60,40,$0K,49,617,63,16,1,35,$0K,28
505,2/1/2012 12:00:00 AM,South,Small Market,Chamomile,Herbal Tea,New Mexico,Decaf,10,30,20,$0K,18,818,27,5,1,10,$0K,17
918,2/1/2012 12:00:00 AM,South,Small Market,Chamomile,Herbal Tea,Oklahoma,Decaf,50,60,20,$0K,53,306,65,20,1,11,$0K,54
225,2/1/2012 12:00:00 AM,South,Small Market,Lemon,Herbal Tea,Louisiana,Decaf,80,100,40,$0K,86,484,107,32,1,42,$0K,65
505,2/1/2012 12:00:00 AM,South,Small Market,Lemon,Herbal Tea,New Mexico,Decaf,20,40,20,$0K,28,961,35,8,1,5,$0K,30
405,2/1/2012 12:00:00 AM,South,Small Market,Lemon,Herbal Tea,Oklahoma,Decaf,80,130,40,$0K,92,541,128,83,1,15,$0K,113
702,2/1/2012 12:00:00 AM,West,Small Market,Decaf Irish Cream,Coffee,Nevada,Decaf,30,40,20,$0K,28,961,35,8,1,6,$0K,29
971,2/1/2012 12:00:00 AM,West,Small Market,Decaf Irish Cream,Coffee,Oregon,Decaf,60,100,70,$0K,52,357,76,16,1,38,$0K,38
435,2/1/2012 12:00:00 AM,West,Small Market,Decaf Irish Cream,Coffee,Utah,Decaf,100,140,80,$0K,86,484,107,32,1,41,$0K,66
206,2/1/2012 12:00:00 AM,West,Small Market,Decaf Irish Cream,Coffee,Washington,Decaf,110,160,60,$0K,92,541,128,83,1,15,$0K,113
775,2/1/2012 12:00:00 AM,West,Small Market,Decaf Espresso,Espresso,Nevada,Decaf,10,30,20,$0K,19,774,28,5,1,11,$0K,17
971,2/1/2012 12:00:00 AM,West,Small Market,Decaf Espresso,Espresso,Oregon,Decaf,160,160,100,$0K,170,1073,170,47,1,99,$0K,71
435,2/1/2012 12:00:00 AM,West,Small Market,Decaf Espresso,Espresso,Utah,Decaf,40,70,50,$0K,50,814,73,14,1,48,$0K,25
509,2/1/2012 12:00:00 AM,West,Small Market,Decaf Espresso,Espresso,Washington,Decaf,60,80,60,$0K,70,957,84,21,1,41,$0K,43
775,2/1/2012 12:00:00 AM,West,Small Market,Chamomile,Herbal Tea,Nevada,Decaf,100,150,40,$0K,121,712,169,110,1,26,$0K,143
971,2/1/2012 12:00:00 AM,West,Small Market,Chamomile,Herbal Tea,Oregon,Decaf,20,50,50,$0K,33,772,48,9,1,28,$0K,20
435,2/1/2012 12:00:00 AM,West,Small Market,Chamomile,Herbal Tea,Utah,Decaf,30,50,30,$0K,41,236,60,13,1,24,$0K,36
206,2/1/2012 12:00:00 AM,West,Small Market,Chamomile,Herbal Tea,Washington,Decaf,110,170,120,$0K,130,945,195,42,1,121,$0K,74
775,2/1/2012 12:00:00 AM,West,Small Market,Lemon,Herbal Tea,Nevada,Decaf,120,190,120,$0K,148,844,206,48,1,115,$0K,91
541,2/1/2012 12:00:00 AM,West,Small Market,Lemon,Herbal Tea,Oregon,Decaf,30,50,30,$0K,44,618,56,14,1,30,$0K,26
435,2/1/2012 12:00:00 AM,West,Small Market,Lemon,Herbal Tea,Utah,Decaf,30,70,40,$0K,45,366,69,14,1,24,$0K,45
509,2/1/2012 12:00:00 AM,West,Small Market,Lemon,Herbal Tea,Washington,Decaf,30,50,50,$0K,38,772,56,10,1,34,$0K,22
702,2/1/2012 12:00:00 AM,West,Small Market,Mint,Herbal Tea,Nevada,Decaf,80,140,110,$0K,104,596,150,33,1,94,$0K,56
435,2/1/2012 12:00:00 AM,West,Small Market,Mint,Herbal Tea,Utah,Decaf,70,10,-30,$0K,84,625,18,26,1,-31,$0K,49
712,2/1/2012 12:00:00 AM,Central,Small Market,Amaretto,Coffee,Iowa,Regular,10,30,20,$0K,18,818,27,5,1,10,$0K,17
262,2/1/2012 12:00:00 AM,Central,Small Market,Amaretto,Coffee,Wisconsin,Regular,50,70,30,$0K,53,306,65,20,1,12,$0K,53
319,2/1/2012 12:00:00 AM,Central,Small Market,Colombian,Coffee,Iowa,Regular,20,40,20,$0K,28,961,35,8,1,6,$0K,29
314,2/1/2012 12:00:00 AM,Central,Small Market,Colombian,Coffee,Missouri,Regular,90,110,50,$0K,86,484,107,32,1,42,$0K,65
920,2/1/2012 12:00:00 AM,Central,Small Market,Colombian,Coffee,Wisconsin,Regular,90,140,40,$0K,92,541,128,83,1,15,$0K,113
319,2/1/2012 12:00:00 AM,Central,Small Market,Caffe Mocha,Espresso,Iowa,Regular,20,30,20,$0K,19,774,28,5,1,11,$0K,17
573,2/1/2012 12:00:00 AM,Central,Small Market,Caffe Mocha,Espresso,Missouri,Regular,50,90,70,$0K,50,814,73,14,1,48,$0K,25
414,2/1/2012 12:00:00 AM,Central,Small Market,Caffe Mocha,Espresso,Wisconsin,Regular,80,100,60,$0K,70,957,84,21,1,42,$0K,42
563,2/1/2012 12:00:00 AM,Central,Small Market,Darjeeling,Tea,Iowa,Regular,190,210,140,$0K,228,1436,229,63,1,141,$0K,88
816,2/1/2012 12:00:00 AM,Central,Small Market,Darjeeling,Tea,Missouri,Regular,30,40,10,$0K,35,191,47,11,1,9,$0K,38
920,2/1/2012 12:00:00 AM,Central,Small Market,Darjeeling,Tea,Wisconsin,Regular,40,80,50,$0K,56,382,81,17,1,41,$0K,40
515,2/1/2012 12:00:00 AM,Central,Small Market,Earl Grey,Tea,Iowa,Regular,200,260,150,$0K,240,1391,294,91,1,169,$1K,125
314,2/1/2012 12:00:00 AM,Central,Small Market,Earl Grey,Tea,Missouri,Regular,20,30,-10,$0K,30,165,38,11,1,-7,$0K,45
414,2/1/2012 12:00:00 AM,Central,Small Market,Earl Grey,Tea,Wisconsin,Regular,50,80,10,$0K,65,513,90,58,1,3,$0K,87
573,2/1/2012 12:00:00 AM,Central,Small Market,Green Tea,Tea,Missouri,Regular,20,40,0,$0K,33,193,41,12,1,-4,$0K,45
603,2/1/2012 12:00:00 AM,East,Small Market,Amaretto,Coffee,New Hampshire,Regular,30,60,40,$0K,41,236,60,13,1,25,$0K,35
959,2/1/2012 12:00:00 AM,East,Small Market,Colombian,Coffee,Connecticut,Regular,120,180,130,$0K,130,945,195,42,1,121,$0K,74
603,2/1/2012 12:00:00 AM,East,Small Market,Colombian,Coffee,New Hampshire,Regular,40,60,30,$0K,45,366,69,14,1,23,$0K,46
860,2/1/2012 12:00:00 AM,East,Small Market,Caffe Mocha,Espresso,Connecticut,Regular,60,90,20,$0K,65,513,90,58,1,3,$0K,87
603,2/1/2012 12:00:00 AM,East,Small Market,Caffe Mocha,Espresso,New Hampshire,Regular,40,60,10,$0K,43,256,61,39,1,-7,$0K,68
603,2/1/2012 12:00:00 AM,East,Small Market,Regular Espresso,Espresso,New Hampshire,Regular,20,40,0,$0K,30,165,38,11,1,-6,$0K,44
475,2/1/2012 12:00:00 AM,East,Small Market,Darjeeling,Tea,Connecticut,Regular,50,80,60,$0K,50,814,73,14,1,48,$0K,25
603,2/1/2012 12:00:00 AM,East,Small Market,Darjeeling,Tea,New Hampshire,Regular,10,30,20,$0K,18,818,27,5,1,11,$0K,16
475,2/1/2012 12:00:00 AM,East,Small Market,Green Tea,Tea,Connecticut,Regular,20,50,40,$0K,27,772,39,7,1,21,$0K,18
603,2/1/2012 12:00:00 AM,East,Small Market,Green Tea,Tea,New Hampshire,Regular,0,40,30,$0K,0,774,43,0,1,32,$0K,11
337,2/1/2012 12:00:00 AM,South,Small Market,Colombian,Coffee,Louisiana,Regular,40,70,60,$0K,38,772,56,10,1,34,$0K,22
505,2/1/2012 12:00:00 AM,South,Small Market,Colombian,Coffee,New Mexico,Regular,50,90,50,$0K,45,366,69,14,1,24,$0K,45
918,2/1/2012 12:00:00 AM,South,Small Market,Colombian,Coffee,Oklahoma,Regular,50,70,50,$0K,44,618,56,14,1,29,$0K,27
318,2/1/2012 12:00:00 AM,South,Small Market,Caffe Latte,Espresso,Louisiana,Regular,50,80,10,$0K,65,342,90,58,1,2,$0K,88
505,2/1/2012 12:00:00 AM,South,Small Market,Caffe Latte,Espresso,New Mexico,Regular,20,30,0,$0K,30,104,38,11,1,-7,$0K,45
405,2/1/2012 12:00:00 AM,South,Small Market,Caffe Latte,Espresso,Oklahoma,Regular,70,100,70,$0K,86,300,120,26,1,70,$0K,50
504,2/1/2012 12:00:00 AM,South,Small Market,Caffe Mocha,Espresso,Louisiana,Regular,50,90,70,$0K,65,372,109,20,1,65,$0K,44
505,2/1/2012 12:00:00 AM,South,Small Market,Caffe Mocha,Espresso,New Mexico,Regular,30,50,0,$0K,43,256,61,39,1,-7,$0K,68
918,2/1/2012 12:00:00 AM,South,Small Market,Caffe Mocha,Espresso,Oklahoma,Regular,10,30,30,$0K,22,452,34,6,1,17,$0K,17
971,2/1/2012 12:00:00 AM,West,Small Market,Amaretto,Coffee,Oregon,Regular,60,100,40,$0K,54,427,75,49,1,-4,$0K,79
435,2/1/2012 12:00:00 AM,West,Small Market,Amaretto,Coffee,Utah,Regular,90,110,70,$0K,75,956,90,23,1,46,$0K,44
775,2/1/2012 12:00:00 AM,West,Small Market,Colombian,Coffee,Nevada,Regular,40,50,10,$0K,33,193,41,12,1,-5,$0K,46
503,2/1/2012 12:00:00 AM,West,Small Market,Colombian,Coffee,Oregon,Regular,80,110,50,$0K,65,392,90,21,1,25,$0K,65
435,2/1/2012 12:00:00 AM,West,Small Market,Colombian,Coffee,Utah,Regular,60,100,70,$0K,55,305,75,18,1,30,$0K,45
509,2/1/2012 12:00:00 AM,West,Small Market,Colombian,Coffee,Washington,Regular,70,100,70,$0K,58,331,84,18,1,44,$0K,40
702,2/1/2012 12:00:00 AM,West,Small Market,Caffe Latte,Espresso,Nevada,Regular,0,40,30,$0K,0,774,43,0,1,31,$0K,12
503,2/1/2012 12:00:00 AM,West,Small Market,Caffe Latte,Espresso,Oregon,Regular,50,70,20,$0K,59,331,73,22,1,18,$0K,55
435,2/1/2012 12:00:00 AM,West,Small Market,Caffe Latte,Espresso,Utah,Regular,40,50,30,$0K,42,771,61,11,1,38,$0K,23
360,2/1/2012 12:00:00 AM,West,Small Market,Caffe Latte,Espresso,Washington,Regular,40,60,40,$0K,48,617,62,15,1,35,$0K,27
775,2/1/2012 12:00:00 AM,West,Small Market,Caffe Mocha,Espresso,Nevada,Regular,10,30,20,$0K,18,818,27,5,1,10,$0K,17
541,2/1/2012 12:00:00 AM,West,Small Market,Caffe Mocha,Espresso,Oregon,Regular,50,80,50,$0K,60,329,80,19,1,33,$0K,47
801,2/1/2012 12:00:00 AM,West,Small Market,Caffe Mocha,Espresso,Utah,Regular,40,60,40,$0K,49,617,63,16,1,35,$0K,28
253,2/1/2012 12:00:00 AM,West,Small Market,Caffe Mocha,Espresso,Washington,Regular,50,60,20,$0K,53,306,65,20,1,12,$0K,53
775,2/1/2012 12:00:00 AM,West,Small Market,Darjeeling,Tea,Nevada,Regular,150,220,150,$0K,234,1282,311,77,1,202,$1K,109
541,2/1/2012 12:00:00 AM,West,Small Market,Darjeeling,Tea,Oregon,Regular,10,20,20,$0K,22,452,34,6,1,17,$0K,17
435,2/1/2012 12:00:00 AM,West,Small Market,Darjeeling,Tea,Utah,Regular,20,50,10,$0K,43,256,61,39,1,-7,$0K,68
360,2/1/2012 12:00:00 AM,West,Small Market,Darjeeling,Tea,Washington,Regular,40,70,40,$0K,65,372,109,20,1,66,$0K,43
702,2/1/2012 12:00:00 AM,West,Small Market,Earl Grey,Tea,Nevada,Regular,150,160,100,$0K,228,1436,229,63,1,142,$0K,87
971,2/1/2012 12:00:00 AM,West,Small Market,Earl Grey,Tea,Oregon,Regular,50,80,50,$0K,80,640,120,26,1,62,$0K,58
435,2/1/2012 12:00:00 AM,West,Small Market,Earl Grey,Tea,Utah,Regular,20,30,10,$0K,35,191,47,11,1,9,$0K,38
206,2/1/2012 12:00:00 AM,West,Small Market,Earl Grey,Tea,Washington,Regular,30,60,40,$0K,56,382,81,17,1,41,$0K,40
702,2/1/2012 12:00:00 AM,West,Small Market,Green Tea,Tea,Nevada,Regular,150,-150,-220,$0K,240,1937,-240,91,1,-342,$0K,125
503,2/1/2012 12:00:00 AM,West,Small Market,Green Tea,Tea,Oregon,Regular,50,90,60,$0K,86,490,120,26,1,71,$0K,49
435,2/1/2012 12:00:00 AM,West,Small Market,Green Tea,Tea,Utah,Regular,10,30,10,$0K,30,165,38,11,1,-6,$0K,44
253,2/1/2012 12:00:00 AM,West,Small Market,Green Tea,Tea,Washington,Regular,40,60,10,$0K,65,513,90,58,1,3,$0K,87
720,3/1/2012 12:00:00 AM,Central,Major Market,Decaf Irish Cream,Coffee,Colorado,Decaf,100,140,110,$0K,95,799,139,26,1,101,$0K,38
630,3/1/2012 12:00:00 AM,Central,Major Market,Decaf Irish Cream,Coffee,Illinois,Decaf,110,170,120,$0K,109,585,158,34,1,102,$0K,56
513,3/1/2012 12:00:00 AM,Central,Major Market,Decaf Irish Cream,Coffee,Ohio,Decaf,50,80,20,$0K,52,421,73,47,1,-4,$0K,77
970,3/1/2012 12:00:00 AM,Central,Major Market,Decaf Espresso,Espresso,Colorado,Decaf,80,130,80,$0K,72,541,108,23,1,54,$0K,54
773,3/1/2012 12:00:00 AM,Central,Major Market,Decaf Espresso,Espresso,Illinois,Decaf,270,290,200,$1K,239,1417,239,66,1,148,$0K,91
234,3/1/2012 12:00:00 AM,Central,Major Market,Decaf Espresso,Espresso,Ohio,Decaf,60,90,40,$0K,58,325,71,22,1,15,$0K,56
719,3/1/2012 12:00:00 AM,Central,Major Market,Chamomile,Herbal Tea,Colorado,Decaf,130,150,100,$0K,162,1059,163,45,1,94,$0K,69
224,3/1/2012 12:00:00 AM,Central,Major Market,Chamomile,Herbal Tea,Illinois,Decaf,70,110,90,$0K,87,756,126,24,1,91,$0K,35
234,3/1/2012 12:00:00 AM,Central,Major Market,Chamomile,Herbal Tea,Ohio,Decaf,10,30,30,$0K,21,449,32,5,1,15,$0K,17
970,3/1/2012 12:00:00 AM,Central,Major Market,Lemon,Herbal Tea,Colorado,Decaf,40,70,20,$0K,52,421,73,47,1,-4,$0K,77
630,3/1/2012 12:00:00 AM,Central,Major Market,Lemon,Herbal Tea,Illinois,Decaf,70,90,60,$0K,84,603,109,27,1,70,$0K,39
